,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
4,5965675.0,,,,,,,,,
5,,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
11,,,,,,,,,,
12,,,,,,,,,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,,,,,,
16,,5936635.0,,,,,,,,
17,,,,,,,5838506.0,5821233.0,,
18,,,,,,,,,,
19,,,,,,,,,,
20,,,,,,,,,,
21,,,,,,,,,,
22,,,,,,5869040.0,,,,
23,,,,,,,,,,
24,,,,,,,,,,
25,,5965675.0,,,,,,,,
26,,,,,,,,,,
27,,,,,5890547.0,,5851426.0,,,
28,,,,,,5873585.0,,,,
29,,,,,,,,5829543.0,,
30,,,,,,,,,,5792522.0
31,,,,,,,,,,
32,,5980960.0,5916181.0,,,,,,,
33,,,,,,,,,5809795.0,
34,,,,,5895026.0,,,,,
35,,5981951.0,,,,,,,,
36,,5987279.0,,,,,,,,
37,,,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,
40,,,,,,,,,,
41,,,,,,,,,,
42,,6015439.0,,,,,,,,
43,,,,,,,,,,
44,,,,,,,,,,
45,,,,,,,,,,
46,,,,,,,,,,
47,,,,,,,,,,
48,,,,,,,,,,
49,,,,,,,,,,
50,,,5926680.0,,,,,5836984.0,,
51,,,,,,,,,,
52,,,,,,,,,,
53,,,,,,,,,,
54,,,5928026.0,,,,,,,
55,,,,5912430.0,,,,,,
56,,,,,,,,5838506.0,,
57,,,,,,,,,,
58,,,,,,5888277.0,,,,
59,,,,,,,,,,
60,,,,,,,,,,
61,,,,,,,,,,5809795.0
62,,,,,,,,,,
63,,,5936635.0,,,,,,,
64,,,,,,,5869040.0,,,
65,,,,,,,,,,
66,,,,,,,,,5821233.0,
67,,,,5916181.0,,,,,,
68,,,,,,,,5843921.0,,
69,,,,,,,,,,
70,,,,,,5890547.0,,,,
71,,,,,,,,,,
72,,,,,,,,,,
73,,,,,,,,,,
74,,,,,5912430.0,,,,,
75,,,,,,,,,,
76,,,,,,,,,,
77,,,,,,,5873585.0,,,
78,,,,,,,,,,
79,,,,,,,,,,
80,,,,,,,,,,
81,6349307.0,,,,,,,,,
82,,,,,,,,,,
83,,,,,,,,,,
84,,,,,,,,,,
85,6356074.0,,,,,,,,,
86,,,,,,,,,,
87,,,,,,5895026.0,,5851426.0,,
88,,,,,,,,,,
89,6362756.0,,,,,,,,,
90,,,,5923645.0,,,,,5829543.0,
91,,,,,5916181.0,,,,,
92,,,,,,,,,,
93,,,,,,,,,,
94,,,,,,,,,,
95,,,,,,,,,,
96,,,5962684.0,,,,,,,
97,6379916.0,,,,,,,,5830665.0,
98,,,,,,,,,,
99,,,,,,,,,,
