,0,1,2,3,4,5,6,7,8,9
0,,,,,4994617.0,,,,4870441.0,
1,,,,,,4971935.0,,,,
2,,,,,,4994617.0,4946979.0,4922523.0,,4857211.0
3,,,,,,5002768.0,,,,
4,,,,,,,4957000.0,,,4870441.0
5,,,,,,5021938.0,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,5235826.0,,,,5058896.0,4969235.0,,4909942.0,4874429.0
9,,,,,,,4971935.0,,,
10,,,,,,,,,,
11,,,,,,,,4943050.0,,
12,,,,,,,,4946979.0,,
13,,,,,,,,4947153.0,,4884682.0
14,,,,,5184597.0,,,,,
15,,,,,,,4991055.0,,,
16,,,,5208638.0,,,4992705.0,,,
17,,,,,,,4994617.0,,,
18,,,,5209103.0,,,,4957000.0,4922523.0,
19,,,,,,,4997156.0,,,
20,,,,,,,,4962282.0,,
21,,,5230479.0,,,,5002768.0,,4923411.0,
22,,,,,,,5002772.0,,,
23,,,,,,,,4964874.0,,
24,,,,5214304.0,,,5004258.0,,,
25,,,,,,,5005265.0,,,
26,,,,,,,5005566.0,,4929662.0,4899749.0
27,,,,,,,5011172.0,,4929820.0,
28,,5264228.0,,,,,,,,4902282.0
29,,5266605.0,,,5206458.0,,,4969235.0,,
30,,,5235337.0,,5207243.0,,,4969835.0,,
31,,,,,,,5018065.0,4971935.0,,
32,,5272890.0,5235826.0,,,,5021938.0,,,
33,,,5236343.0,,5208638.0,,,,,
34,5287366.0,,,,,,5026343.0,,,4908073.0
35,5291527.0,,,,5209103.0,,5026644.0,4982782.0,,
36,,5279760.0,,5230479.0,,,,,,
37,,,,,,,5033976.0,4983202.0,,
38,,,,,,,,,,
39,,,,,,,5036047.0,4985293.0,,4909942.0
40,,,,,,,5036218.0,,4941317.0,
41,,5285541.0,,,5211307.0,,,,4943050.0,
42,,,,,,,5039913.0,,4943415.0,
43,,5287366.0,,,,,,,4946979.0,
44,,,,,5213127.0,,,4989327.0,4947153.0,
45,,5291527.0,,,5214304.0,,,,,
46,,,,5235337.0,,,5052693.0,4991055.0,4947579.0,
47,,,,,,,,,4947807.0,
48,,5295451.0,,5235826.0,,,5055134.0,,,
49,,,,,,,,,,
50,,,,,,,,4993451.0,,
51,,,,,,,5058896.0,,4951736.0,
52,,,,5238900.0,5219739.0,,,,,4921644.0
53,5355315.0,,,,,,5061821.0,4995744.0,,
54,,,,,,,,4995893.0,,
55,,,,,,,,,,
56,,,,,,,5066553.0,,,
57,,,,,,,,5004485.0,,
58,,,,5243685.0,5231366.0,,,5005265.0,4956952.0,
59,,,,,,,,,4958884.0,
60,,,,5248589.0,5234040.0,,,5007090.0,,
61,,,,,,,,,4962186.0,
62,,,,,,,,,,
63,,,,,5235248.0,5184597.0,,,4968649.0,
64,,,,,,,,,4974482.0,
65,,,,5258651.0,,,,,,
66,,,,,,,,,4975061.0,
67,,,5272151.0,,,,,,,4934724.0
68,,5313566.0,,,,,,,,
69,5415086.0,,,,,,,,,
70,,,,,5248710.0,,,,,
71,,,,5261458.0,,,5090680.0,,,
72,,5319141.0,5287423.0,,,,,,4995893.0,
73,,,,,,,,,,4946979.0
74,,,,5267784.0,,5230776.0,,,,4947210.0
75,,,,,5260719.0,,,,5128717.0,
76,,,,,5261684.0,,,,,4989687.0
77,,5324981.0,,,,,,,5156318.0,
78,,,5320231.0,5283144.0,,,,,,
79,,,,5284094.0,,,,,5205494.0,
80,,,,,,,,,,
81,,,,,,5309880.0,,,,
82,,,,5315913.0,5341325.0,,,,,
83,,5341939.0,,,,,5132786.0,,,
84,,,,,,,,5373629.0,,
85,,,,,,,,,,
86,,,,5351785.0,,,,,,
87,,,,,5398446.0,,,,,
88,,,,,,,,,,
89,,,,,,,,,,
90,,5433357.0,,,,,,,,
91,,,6443837.0,,,,,,,5620964.0
92,5577431.0,,,,,,,,,
93,5593889.0,,,,,,,,,5661991.0
94,,,,,,,,,,
95,,,,,,,,,,
96,,,,,,,,,,
97,,,,,,,,,,
98,5745904.0,,,,,,,,,
99,,,,,,,,,,
