,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,,,,,
3,5073990.0,,,,,,,,,
4,,,,,,,,,,
5,,,,,,,,,,
6,5094701.0,,,,,,,,4941972.0,4919425.0
7,,,,,,,,,,
8,,,,,,,,,,
9,5113162.0,,,,,,,,,
10,,,,,4997818.0,,,,,
11,,5049098.0,,,,,,,,
12,,,,,,,,,,
13,,,5024418.0,,,,,4964973.0,,
14,,,,,,,,,,
15,,,,,,4986349.0,,,,
16,,,,,,,,,,
17,,5070872.0,,,,,,,,
18,,5073990.0,,,,,,,,
19,,,,,,,,,,
20,,,,,,,,,,4941972.0
21,,,,,,,,,,
22,,,,,,,,,,
23,,5081937.0,,,,,,,,
24,5207580.0,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,4964973.0,
27,,,,,,,,,,
28,,,,,,,4986349.0,4986349.0,,4946688.0
29,,5094701.0,5046552.0,,,,,,,
30,,5096440.0,,,,4997818.0,,,,
31,,,,,,,,,,
32,,,5049098.0,,,,,,,
33,,,,5024418.0,,,,,,
34,,,,,,,,,,
35,,5103957.0,,,5024418.0,,,,,
36,,5106599.0,,,,,,,,
37,,,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,4952592.0
40,,,5061979.0,,,,,,,
41,,,,,,,,,,
42,,5113162.0,,,,,,,,
43,,,,,,,,,,
44,,,,,5030807.0,,,,,
45,,5116136.0,5066980.0,,,,,,,
46,,,,,,,,,,
47,,5118941.0,,,,,,,,4955542.0
48,,5119599.0,5070872.0,,,,,,,
49,5376500.0,5120223.0,5070875.0,,,,,,,
50,,,,,,,,,,4956483.0
51,,,5073990.0,,,,,,,
52,,,,,,,,,,
53,,,5074646.0,,,,,,,
54,,5129350.0,,,,,,,,
55,,,5078239.0,,,,,,4988120.0,
56,,,,,,,,,4991638.0,
57,,,5081651.0,,,,,,,4963332.0
58,,,,5056863.0,,,,,,
59,,,,5056970.0,,,,,,
60,,,,,,,,5010009.0,,
61,,,5086995.0,,,,,,,
62,,,,,5063378.0,,,,,
63,,,,,,,,5011897.0,,
64,,,,,,,,,,
65,,,,,,,5012499.0,,,
66,,,,,,,,,,
67,5447465.0,,,,,,,,,
68,,,5096486.0,,5075784.0,,,,,
69,,,5097045.0,,5085725.0,,5017070.0,,,
70,5455557.0,,5097799.0,,,,,,,
71,,,,,,,,,,
72,,,5100180.0,,,,,,,
73,,,,,,5029798.0,,,,
74,5484862.0,,,,5173528.0,,,,,
75,,,,,5185882.0,,,,5079474.0,
76,,,5123064.0,,,5035994.0,,,,
77,,5177637.0,,,,,,,,
78,5508163.0,,,,,,,,,
79,,,,,,,,,,
80,,,,,,,,,,
81,,,5204615.0,5333598.0,,,,,,
82,,,,,,,,,,
83,,,,,,,,5155043.0,,
84,,,,,,,,,5296023.0,
85,,,,,,,5155043.0,,,
86,5546049.0,,,,,,,,,
87,5557549.0,,,5592738.0,,,,,,
88,,5231099.0,,,,,,,,
89,,,,,,5133961.0,,,,
90,,,,,5452728.0,,5391882.0,,,
91,,,,,,,,,,
92,,,,,,,,,,
93,5636512.0,,,,,,5526389.0,,5408751.0,
94,5638767.0,,,,,,,5394826.0,,
95,5640162.0,,,,,,,,,
96,,,,,,,,,,
97,5663985.0,,,,,,,5571403.0,,
98,,,,,,,,,,
99,,,,,,,,,,
