,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,,,,,4899414.0
3,,,5081573.0,,,,,,4927989.0,
4,,,,,,5025568.0,,,,
5,,,,,,5026430.0,4994110.0,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,4971088.0,,
10,,,,,,,,,,
11,,,,,,,,,4951033.0,
12,,,,,5050761.0,,,,,
13,5144551.0,,,,5053426.0,,5013399.0,,,4927989.0
14,,,,5079741.0,,5040496.0,,4972990.0,,4929208.0
15,,,,5081573.0,,,,,,
16,5172743.0,,,,,,5017628.0,,,
17,,,,,,,5018502.0,,,
18,,,,5083287.0,,5047584.0,5018764.0,,,
19,5179846.0,,,,,,,,4963432.0,
20,,,,,,5050761.0,,,,
21,,,,,,,,,,
22,,,,,,5052475.0,,,,
23,,,,5093673.0,,,,4987353.0,,
24,,,,,,,,,,
25,,,,,,5053426.0,5024338.0,,,
26,,,,,,,,,4971088.0,
27,,,,,,5056514.0,,,,
28,,,5139504.0,,,,5025568.0,4994110.0,4971271.0,
29,,,,,5078309.0,,5026430.0,,,
30,,,,,,,,,,
31,,,,,5079741.0,,,,,
32,,,,,,,,,4972990.0,4951033.0
33,5256655.0,,5144551.0,,,,,,,
34,,5144551.0,,,,,,,,
35,,,,,5081573.0,,,,,
36,,,,5113451.0,,5061258.0,,,,
37,,,,,,,,,,4953458.0
38,,,,,,,5034359.0,,,
39,,,,,5083287.0,,,5006473.0,,
40,,,5149767.0,,,,,,,
41,,,5151399.0,,,,,,,
42,,5157358.0,,,,,,,,4959310.0
43,,,,,,,,,,
44,,,,,5088487.0,,,,4985410.0,
45,,,,,,,,,,
46,,,,,,,,,,
47,,,,,,,5040496.0,,,
48,,,,,5093673.0,,,,,
49,,,,,,,,,4992354.0,
50,,,,,,,,,,
51,5339639.0,5168871.0,,,,,,,,
52,,,,,,,,5013399.0,4996085.0,
53,,5172743.0,,,5097833.0,,5049996.0,5013983.0,,
54,,,,,5097890.0,,,,4998430.0,
55,,,,,,,,,,
56,,,,,,,,,,
57,,5179846.0,5170752.0,,,5075774.0,,,,
58,,,,,5103006.0,,,,,
59,,,,,,,,,,
60,,,5176532.0,,,,,,5017579.0,
61,,,,,,5080556.0,5063400.0,,,
62,,,,,,5081530.0,,,,
63,,5190660.0,,,,,,,,
64,,,,,,,,,5036165.0,
65,,,,,5112039.0,,,,,
66,,,,,,,,5036501.0,,
67,,5196188.0,,,,,,5037118.0,,4980339.0
68,,,,,,,,,,
69,,5197857.0,,,,,,,,
70,,,,,,,,,5137164.0,4982868.0
71,,,,,5117838.0,,,,,
72,,5206545.0,,,5126127.0,,,,,
73,,,,,,,,,,
74,5452029.0,,,,5134740.0,,,,,
75,,,,,,,,,,
76,,,,,,,,,,
77,,,,,5150524.0,,,,,
78,,,,,,,,,,
79,,5217965.0,,,5197420.0,,,,,
80,,,,,,,,,,
81,5485325.0,,,,,,,5125229.0,,
82,,5219964.0,,5224648.0,5253659.0,,,5130998.0,,
83,5504484.0,,,,,,,5161405.0,,
84,5505664.0,,,,,,,,,5270544.0
85,,,5488462.0,,,,,,,
86,,,5573037.0,,5379150.0,,,,,
87,,,,,5415888.0,,,,,
88,,,,,,,,,,
89,,,,,,,,,,
90,5574889.0,,,,,,,,5629104.0,
91,,,,,,,,,,
92,,,,,,,,,,5435466.0
93,5607897.0,,,,,,,,,
94,,,,,,,,,,
95,,,,,,,,,,5680190.0
96,,,,,,,,,,
97,,,,,,,,,,
98,,,,,,,,,,
99,5857859.0,,,,,,,,,
