FrameIdentifier,CarIndex,TyresWearRL,TyresWearRR,TyresWearFL,TyresWearFR,TyresDamageRL,TyresDamageRR,TyresDamageFL,TyresDamageFR,FrameIdentifier,CarIndex,NumLaps,NumTyreStints,BestLapTimeLapNum,BestSector1LapNum,BestSector2LapNum,BestSector3LapNum,lapTimeInMS[0],sector1TimeInMS[0],sector2TimeInMS[0],sector3TimeInMS[0],lapValidBitFlags[0],lapTimeInMS[1],sector1TimeInMS[1],sector2TimeInMS[1],sector3TimeInMS[1],lapValidBitFlags[1],lapTimeInMS[2],sector1TimeInMS[2],sector2TimeInMS[2],sector3TimeInMS[2],lapValidBitFlags[2],lapTimeInMS[3],sector1TimeInMS[3],sector2TimeInMS[3],sector3TimeInMS[3],lapValidBitFlags[3],lapTimeInMS[4],sector1TimeInMS[4],sector2TimeInMS[4],sector3TimeInMS[4],lapValidBitFlags[4],lapTimeInMS[5],sector1TimeInMS[5],sector2TimeInMS[5],sector3TimeInMS[5],lapValidBitFlags[5],lapTimeInMS[6],sector1TimeInMS[6],sector2TimeInMS[6],sector3TimeInMS[6],lapValidBitFlags[6],lapTimeInMS[7],sector1TimeInMS[7],sector2TimeInMS[7],sector3TimeInMS[7],lapValidBitFlags[7],lapTimeInMS[8],sector1TimeInMS[8],sector2TimeInMS[8],sector3TimeInMS[8],lapValidBitFlags[8],lapTimeInMS[9],sector1TimeInMS[9],sector2TimeInMS[9],sector3TimeInMS[9],lapValidBitFlags[9],lapTimeInMS[10],sector1TimeInMS[10],sector2TimeInMS[10],sector3TimeInMS[10],lapValidBitFlags[10],lapTimeInMS[11],sector1TimeInMS[11],sector2TimeInMS[11],sector3TimeInMS[11],lapValidBitFlags[11],lapTimeInMS[12],sector1TimeInMS[12],sector2TimeInMS[12],sector3TimeInMS[12],lapValidBitFlags[12],lapTimeInMS[13],sector1TimeInMS[13],sector2TimeInMS[13],sector3TimeInMS[13],lapValidBitFlags[13],lapTimeInMS[14],sector1TimeInMS[14],sector2TimeInMS[14],sector3TimeInMS[14],lapValidBitFlags[14],lapTimeInMS[15],sector1TimeInMS[15],sector2TimeInMS[15],sector3TimeInMS[15],lapValidBitFlags[15],lapTimeInMS[16],sector1TimeInMS[16],sector2TimeInMS[16],sector3TimeInMS[16],lapValidBitFlags[16],lapTimeInMS[17],sector1TimeInMS[17],sector2TimeInMS[17],sector3TimeInMS[17],lapValidBitFlags[17],lapTimeInMS[18],sector1TimeInMS[18],sector2TimeInMS[18],sector3TimeInMS[18],lapValidBitFlags[18],lapTimeInMS[19],sector1TimeInMS[19],sector2TimeInMS[19],sector3TimeInMS[19],lapValidBitFlags[19],lapTimeInMS[20],sector1TimeInMS[20],sector2TimeInMS[20],sector3TimeInMS[20],lapValidBitFlags[20],lapTimeInMS[21],sector1TimeInMS[21],sector2TimeInMS[21],sector3TimeInMS[21],lapValidBitFlags[21],lapTimeInMS[22],sector1TimeInMS[22],sector2TimeInMS[22],sector3TimeInMS[22],lapValidBitFlags[22],endLap[0],tyreActualCompound[0],tyreVisualCompound[0],endLap[1],tyreActualCompound[1],tyreVisualCompound[1],endLap[2],tyreActualCompound[2],tyreVisualCompound[2],FrameIdentifier,CarIndex,LastLapTimeInMS,CurrentLapTimeInMS,Sector1TimeInMS,Sector2TimeInMS,LapDistance,TotalDistance,CurrentLapNum,Sector,PitStopShouldServePen,FrameIdentifier,CarIndex,WorldPositionX,WorldPositionY,WorldPositionZ,FrameIdentifier,Weather,TrackTemperature,AirTemperature,TotalLaps,TrackLength,SessionType,TrackId,Formula,SessionTimeLeft,SessionDuration,NumMarshalZones,ZoneStart[0],ZoneFlag[0],ZoneStart[1],ZoneFlag[1],ZoneStart[2],ZoneFlag[2],ZoneStart[3],ZoneFlag[3],ZoneStart[4],ZoneFlag[4],ZoneStart[5],ZoneFlag[5],ZoneStart[6],ZoneFlag[6],ZoneStart[7],ZoneFlag[7],ZoneStart[8],ZoneFlag[8],ZoneStart[9],ZoneFlag[9],ZoneStart[10],ZoneFlag[10],ZoneStart[11],ZoneFlag[11],ZoneStart[12],ZoneFlag[12],ZoneStart[13],ZoneFlag[13],ZoneStart[14],ZoneFlag[14],ZoneStart[15],ZoneFlag[15],ZoneStart[16],ZoneFlag[16],SafetyCarStatus,NumWeatherForecastSamples,ForecastAccuracy,PitStopWindowIdealLap,PitStopWindowLatestLap,PitStopRejoinPosition,FrameIdentifier,CarIndex,RearLeftTyrePressure,RearRightTyrePressure,FrontLeftTyrePressure,FrontRightTyrePressure,FuelLoad,FrameIdentifier,CarIndex,FuelInTank,FuelCapacity,FuelRemainingLaps,ActualTyreCompound,VisualTyreCompound,TyresAgeLaps,VehicleFIAFlags,ERSStoreEnergy,ERSDeployMode,ERSHarvestedThisLapMGUK,ERSHarvestedThisLapMGUH,ERSDeployedThisLap,FrameIdentifier,CarIndex,RLBrakeTemperature,RRBrakeTemperature,FLBrakeTemperature,FRBrakeTemperature,RLTyreSurfaceTemperature,RRTyreSurfaceTemperature,FLTyreSurfaceTemperature,FRTyreSurfaceTemperature,RLTyreInnerTemperature,RRTyreInnerTemperature,FLTyreInnerTemperature,FRTyreInnerTemperature,EngineTemperature,RLTyrePressure,RRTyrePressure,FLTyrePressure,FRTyrePressure
,,,,,,,,,,26291.0,19.0,16.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,0.0,28226.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26353.0,19.0,16.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,0.0,28226.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,1966.0,19.0,0.0,0.0,0.0,0.0,-1461.393066,-1461.393066,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15118.0,19.0,22.700001,22.700001,21.799999,21.799999,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26395.0,19.0,16.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,0.0,28226.0,30026.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26477.0,19.0,16.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,0.0,28226.0,30026.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26579.0,19.0,16.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,0.0,28226.0,30026.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26644.0,19.0,16.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,0.0,28226.0,30026.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26746.0,19.0,16.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,0.0,28226.0,30026.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26767.0,19.0,16.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,0.0,28226.0,30026.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26850.0,19.0,17.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,88368.0,28226.0,30026.0,30115.0,15.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26870.0,19.0,17.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,88368.0,28226.0,30026.0,30115.0,15.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26890.0,19.0,17.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,88368.0,28226.0,30026.0,30115.0,15.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26930.0,19.0,17.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,88368.0,28226.0,30026.0,30115.0,15.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,27012.0,19.0,17.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,88368.0,28226.0,30026.0,30115.0,15.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,27033.0,19.0,17.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,88368.0,28226.0,30026.0,30115.0,15.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,27073.0,19.0,17.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,88368.0,28226.0,30026.0,30115.0,15.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,27199.0,19.0,17.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,88368.0,28226.0,30026.0,30115.0,15.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,27411.0,19.0,17.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,88368.0,28226.0,30026.0,30115.0,15.0,0.0,28273.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,27431.0,19.0,17.0,2.0,13.0,11.0,4.0,14.0,87716.0,28395.0,29695.0,29626.0,15.0,87708.0,28286.0,29897.0,29523.0,15.0,89548.0,30346.0,29870.0,29331.0,15.0,87209.0,28848.0,29144.0,29216.0,15.0,88117.0,29012.0,29930.0,29174.0,15.0,87662.0,28293.0,29635.0,29733.0,15.0,87781.0,28335.0,30050.0,29395.0,15.0,107127.0,44836.0,30298.0,31991.0,15.0,88629.0,28784.0,29598.0,30246.0,15.0,87480.0,28144.0,29970.0,29365.0,15.0,87018.0,28016.0,29614.0,29386.0,15.0,88390.0,29184.0,30084.0,29121.0,15.0,86563.0,28072.0,29348.0,29141.0,15.0,87221.0,28867.0,29265.0,29089.0,15.0,87140.0,28261.0,29432.0,29447.0,15.0,88368.0,28226.0,30026.0,30115.0,15.0,0.0,28273.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,18.0,255.0,18.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
