PacketFormat,GameMajorVersion,GameMinorVersion,PacketVersion,PacketId,SessionUID,SessionTime,FrameIdentifier,PlayerCarIndex,SecondaryPlayerCarIndex
2021,1,16,1,1,13445084268873967469,2.142847,32,19,255
2021,1,16,1,5,13445084268873967469,2.142847,32,19,255
2021,1,16,1,10,13445084268873967469,2.142847,32,19,255
2021,1,16,1,11,13445084268873967469,2.142847,32,19,255
2021,1,16,1,2,13445084268873967469,2.142847,32,19,255
2021,1,16,1,0,13445084268873967469,2.142847,32,19,255
2021,1,16,1,6,13445084268873967469,2.142847,32,19,255
2021,1,16,1,7,13445084268873967469,2.142847,32,19,255
2021,1,16,1,11,13445084268873967469,2.199844,33,19,255
2021,1,16,1,2,13445084268873967469,2.199844,33,19,255
2021,1,16,1,0,13445084268873967469,2.199844,33,19,255
2021,1,16,1,6,13445084268873967469,2.199844,33,19,255
2021,1,16,1,7,13445084268873967469,2.199844,33,19,255
2021,1,16,1,11,13445084268873967469,2.256696,34,19,255
2021,1,16,1,2,13445084268873967469,2.256696,34,19,255
2021,1,16,1,0,13445084268873967469,2.256696,34,19,255
2021,1,16,1,6,13445084268873967469,2.256696,34,19,255
2021,1,16,1,7,13445084268873967469,2.256696,34,19,255
2021,1,16,1,11,13445084268873967469,2.313546,35,19,255
2021,1,16,1,2,13445084268873967469,2.313546,35,19,255
2021,1,16,1,0,13445084268873967469,2.313546,35,19,255
2021,1,16,1,6,13445084268873967469,2.313546,35,19,255
2021,1,16,1,7,13445084268873967469,2.313546,35,19,255
2021,1,16,1,11,13445084268873967469,2.37051,36,19,255
2021,1,16,1,2,13445084268873967469,2.37051,36,19,255
2021,1,16,1,0,13445084268873967469,2.37051,36,19,255
2021,1,16,1,6,13445084268873967469,2.37051,36,19,255
2021,1,16,1,7,13445084268873967469,2.37051,36,19,255
2021,1,16,1,11,13445084268873967469,2.427853,37,19,255
2021,1,16,1,2,13445084268873967469,2.427853,37,19,255
2021,1,16,1,0,13445084268873967469,2.427853,37,19,255
2021,1,16,1,6,13445084268873967469,2.427853,37,19,255
2021,1,16,1,7,13445084268873967469,2.427853,37,19,255
2021,1,16,1,11,13445084268873967469,2.485152,38,19,255
2021,1,16,1,2,13445084268873967469,2.485152,38,19,255
2021,1,16,1,0,13445084268873967469,2.485152,38,19,255
2021,1,16,1,6,13445084268873967469,2.485152,38,19,255
2021,1,16,1,7,13445084268873967469,2.485152,38,19,255
2021,1,16,1,11,13445084268873967469,2.542362,39,19,255
2021,1,16,1,2,13445084268873967469,2.542362,39,19,255
2021,1,16,1,0,13445084268873967469,2.542362,39,19,255
2021,1,16,1,6,13445084268873967469,2.542362,39,19,255
2021,1,16,1,7,13445084268873967469,2.542362,39,19,255
2021,1,16,1,11,13445084268873967469,2.599564,40,19,255
2021,1,16,1,2,13445084268873967469,2.599564,40,19,255
2021,1,16,1,0,13445084268873967469,2.599564,40,19,255
2021,1,16,1,6,13445084268873967469,2.599564,40,19,255
2021,1,16,1,7,13445084268873967469,2.599564,40,19,255
2021,1,16,1,3,13445084268873967469,2.599564,41,19,255
2021,1,16,1,1,13445084268873967469,2.657074,41,19,255
2021,1,16,1,5,13445084268873967469,2.657074,41,19,255
2021,1,16,1,10,13445084268873967469,2.657074,41,19,255
2021,1,16,1,11,13445084268873967469,2.657074,41,19,255
2021,1,16,1,2,13445084268873967469,2.657074,41,19,255
2021,1,16,1,0,13445084268873967469,2.657074,41,19,255
2021,1,16,1,6,13445084268873967469,2.657074,41,19,255
2021,1,16,1,7,13445084268873967469,2.657074,41,19,255
2021,1,16,1,3,13445084268873967469,2.657074,42,19,255
2021,1,16,1,11,13445084268873967469,2.714616,42,19,255
2021,1,16,1,2,13445084268873967469,2.714616,42,19,255
2021,1,16,1,0,13445084268873967469,2.714616,42,19,255
2021,1,16,1,6,13445084268873967469,2.714616,42,19,255
2021,1,16,1,7,13445084268873967469,2.714616,42,19,255
2021,1,16,1,11,13445084268873967469,2.77213,43,19,255
2021,1,16,1,2,13445084268873967469,2.77213,43,19,255
2021,1,16,1,0,13445084268873967469,2.77213,43,19,255
2021,1,16,1,6,13445084268873967469,2.77213,43,19,255
2021,1,16,1,7,13445084268873967469,2.77213,43,19,255
2021,1,16,1,11,13445084268873967469,2.829554,44,19,255
2021,1,16,1,2,13445084268873967469,2.829554,44,19,255
2021,1,16,1,0,13445084268873967469,2.829554,44,19,255
2021,1,16,1,6,13445084268873967469,2.829554,44,19,255
2021,1,16,1,7,13445084268873967469,2.829554,44,19,255
2021,1,16,1,11,13445084268873967469,2.886905,45,19,255
2021,1,16,1,2,13445084268873967469,2.886905,45,19,255
2021,1,16,1,0,13445084268873967469,2.886905,45,19,255
2021,1,16,1,6,13445084268873967469,2.886905,45,19,255
2021,1,16,1,7,13445084268873967469,2.886905,45,19,255
2021,1,16,1,11,13445084268873967469,2.944375,46,19,255
2021,1,16,1,2,13445084268873967469,2.944375,46,19,255
2021,1,16,1,0,13445084268873967469,2.944375,46,19,255
2021,1,16,1,6,13445084268873967469,2.944375,46,19,255
2021,1,16,1,7,13445084268873967469,2.944375,46,19,255
2021,1,16,1,11,13445084268873967469,3.001833,47,19,255
2021,1,16,1,2,13445084268873967469,3.001833,47,19,255
2021,1,16,1,0,13445084268873967469,3.001833,47,19,255
2021,1,16,1,6,13445084268873967469,3.001833,47,19,255
2021,1,16,1,7,13445084268873967469,3.001833,47,19,255
2021,1,16,1,11,13445084268873967469,3.059436,48,19,255
2021,1,16,1,2,13445084268873967469,3.059436,48,19,255
2021,1,16,1,0,13445084268873967469,3.059436,48,19,255
2021,1,16,1,6,13445084268873967469,3.059436,48,19,255
2021,1,16,1,7,13445084268873967469,3.059436,48,19,255
2021,1,16,1,11,13445084268873967469,3.116848,49,19,255
2021,1,16,1,2,13445084268873967469,3.116848,49,19,255
2021,1,16,1,0,13445084268873967469,3.116848,49,19,255
2021,1,16,1,6,13445084268873967469,3.116848,49,19,255
2021,1,16,1,7,13445084268873967469,3.116848,49,19,255
2021,1,16,1,1,13445084268873967469,3.174306,50,19,255
2021,1,16,1,5,13445084268873967469,3.174306,50,19,255
2021,1,16,1,10,13445084268873967469,3.174306,50,19,255
2021,1,16,1,11,13445084268873967469,3.174306,50,19,255
2021,1,16,1,2,13445084268873967469,3.174306,50,19,255
2021,1,16,1,0,13445084268873967469,3.174306,50,19,255
2021,1,16,1,6,13445084268873967469,3.174306,50,19,255
2021,1,16,1,7,13445084268873967469,3.174306,50,19,255
2021,1,16,1,11,13445084268873967469,3.23178,51,19,255
2021,1,16,1,2,13445084268873967469,3.23178,51,19,255
2021,1,16,1,0,13445084268873967469,3.23178,51,19,255
2021,1,16,1,6,13445084268873967469,3.23178,51,19,255
2021,1,16,1,7,13445084268873967469,3.23178,51,19,255
2021,1,16,1,11,13445084268873967469,3.289281,52,19,255
2021,1,16,1,2,13445084268873967469,3.289281,52,19,255
2021,1,16,1,0,13445084268873967469,3.289281,52,19,255
2021,1,16,1,6,13445084268873967469,3.289281,52,19,255
2021,1,16,1,7,13445084268873967469,3.289281,52,19,255
2021,1,16,1,11,13445084268873967469,3.346465,53,19,255
2021,1,16,1,2,13445084268873967469,3.346465,53,19,255
2021,1,16,1,0,13445084268873967469,3.346465,53,19,255
2021,1,16,1,6,13445084268873967469,3.346465,53,19,255
2021,1,16,1,7,13445084268873967469,3.346465,53,19,255
2021,1,16,1,11,13445084268873967469,3.403699,54,19,255
2021,1,16,1,2,13445084268873967469,3.403699,54,19,255
2021,1,16,1,0,13445084268873967469,3.403699,54,19,255
2021,1,16,1,6,13445084268873967469,3.403699,54,19,255
2021,1,16,1,7,13445084268873967469,3.403699,54,19,255
2021,1,16,1,11,13445084268873967469,3.460496,55,19,255
2021,1,16,1,2,13445084268873967469,3.460496,55,19,255
2021,1,16,1,0,13445084268873967469,3.460496,55,19,255
2021,1,16,1,6,13445084268873967469,3.460496,55,19,255
2021,1,16,1,7,13445084268873967469,3.460496,55,19,255
2021,1,16,1,11,13445084268873967469,3.517734,56,19,255
2021,1,16,1,2,13445084268873967469,3.517734,56,19,255
2021,1,16,1,0,13445084268873967469,3.517734,56,19,255
2021,1,16,1,6,13445084268873967469,3.517734,56,19,255
2021,1,16,1,7,13445084268873967469,3.517734,56,19,255
2021,1,16,1,3,13445084268873967469,3.517734,57,19,255
2021,1,16,1,11,13445084268873967469,3.57461,57,19,255
2021,1,16,1,2,13445084268873967469,3.57461,57,19,255
2021,1,16,1,0,13445084268873967469,3.57461,57,19,255
2021,1,16,1,6,13445084268873967469,3.57461,57,19,255
2021,1,16,1,7,13445084268873967469,3.57461,57,19,255
2021,1,16,1,3,13445084268873967469,3.57461,58,19,255
2021,1,16,1,11,13445084268873967469,3.631596,58,19,255
