PacketFormat,GameMajorVersion,GameMinorVersion,PacketVersion,PacketId,SessionUID,SessionTime,FrameIdentifier,PlayerCarIndex,SecondaryPlayerCarIndex,EventString,VehicleIndex,LapTime,Speed,PenaltyType,InfringementType,OtherVehicleIndex,Time,LapNum,PlacesGained,OverallFastestInSession,DriverFastestInSession,numLights,flashbackFrameIdentifier,flashbackSessionTime,Button
2021,1,16,1,3,13445084268873967469,336.525421,5448,19,255,BUTN,,,,,,,,,,,,,,,4096
2021,1,16,1,3,13445084268873967469,336.573364,5449,19,255,BUTN,,,,,,,,,,,,,,,0
2021,1,16,1,3,13445084268873967469,338.149323,5473,19,255,BUTN,,,,,,,,,,,,,,,4096
2021,1,16,1,3,13445084268873967469,347.000458,5614,19,255,BUTN,,,,,,,,,,,,,,,2048
2021,1,16,1,3,13445084268873967469,347.092194,5615,19,255,BUTN,,,,,,,,,,,,,,,0
2021,1,16,1,3,13445084268873967469,347.502045,5621,19,255,BUTN,,,,,,,,,,,,,,,0
2021,1,16,1,3,13445084268873967469,352.587677,5702,19,255,BUTN,,,,,,,,,,,,,,,4096
2021,1,16,1,3,13445084268873967469,354.294067,5729,19,255,BUTN,,,,,,,,,,,,,,,0
2021,1,16,1,3,13445084268873967469,355.795746,5752,19,255,BUTN,,,,,,,,,,,,,,,2048
2021,1,16,1,3,13445084268873967469,355.935211,5754,19,255,BUTN,,,,,,,,,,,,,,,0
2021,1,16,1,3,13445084268873967469,359.176605,5807,19,255,BUTN,,,,,,,,,,,,,,,4096
2021,1,16,1,3,13445084268873967469,360.427704,5830,19,255,BUTN,,,,,,,,,,,,,,,0
2021,1,16,1,3,13445084268873967469,362.129395,5857,19,255,BUTN,,,,,,,,,,,,,,,2048
2021,1,16,1,3,13445084268873967469,365.686523,5914,19,255,BUTN,,,,,,,,,,,,,,,4096
