,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
4,,,,,,,,,,
5,,,,6021439.0,,,,,,
6,,,,,,,,,,
7,,,6098360.0,,,,,,,
8,,,,,,,,,5910823.0,
9,,,,,,,,,,
10,,,,,,,,,,
11,,,,,,,,,5915920.0,
12,,,,,,,,,,
13,,,,,,,,5949016.0,,
14,,,,,,,,,5921061.0,
15,,,,,,,,,,
16,,,,,,,,,,
17,,,,,,6003047.0,,,,
18,,,,,,,,5951609.0,,
19,,,,,,,,,,
20,,,,,,,5979199.0,,5929638.0,
21,,,,,,,,,,
22,,,6134975.0,,,,,,,
23,,,,,6021439.0,,,,,
24,,,,,,,,,,
25,,,6136593.0,,,,,,,
26,,,,,,,5983701.0,,,
27,6164636.0,,,,,,,,,5897401.0
28,,,,,6032110.0,,,,,
29,,,,,,,,5962797.0,,
30,,,,,,,,,,
31,,,,6098360.0,,,,,5934842.0,
32,,,,6098444.0,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,5905756.0
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,
38,,,,,,,,,,5907029.0
39,,,,,,,,,,
40,,,,,,,5993290.0,,,
41,,,,,,,,,,
42,,,,,,,,,,
43,,,,,,,,,,
44,,6156597.0,,6108690.0,,,,,,
45,,,,,,,,,,
46,,,,,,,,,,
47,,,6155216.0,,,,,,,
48,6212545.0,6158197.0,,,,,,,,
49,,,,,,,,,,
50,,,,,,6021439.0,,,,5910823.0
51,,,6156597.0,6112413.0,,,,,,
52,,,,,,,,,5949016.0,
53,,6160425.0,,,,,,,,
54,,,,,,,,,,
55,,,,,,,,,,5913282.0
56,,,,,,6023866.0,,,,
57,,,,,,,,,,
58,,,,,,6024166.0,6003047.0,,,
59,,,6158197.0,,,,,,,5915920.0
60,,,,6119933.0,,,,,,
61,,6163211.0,,,,,,,5951609.0,
62,,,6158750.0,,,,,,,
63,,6164636.0,,,,,,5975457.0,,
64,,,,,,,,,,
65,,,,,,,,,5953933.0,
66,,,,,,,,,,5921061.0
67,,,6160425.0,,,,,,,
68,,,6160431.0,,,,,,,
69,,,,,,,,,,
70,,,,,,,,,,
71,,,6160881.0,,,,,5979199.0,,
72,,,,,,6032110.0,,,,5924164.0
73,,,,,,,,,,
74,,6168892.0,,,,,,,,5924542.0
75,,,,,,,,,,
76,,,,,,,,,,
77,,,,,,,,,,
78,,,6163211.0,,,,,,,
79,,,,6130604.0,,,,5981325.0,,
80,,,,,,,,,,5929638.0
81,,,,,,,,,,5929895.0
82,,,,,,,,,,
83,,,6164636.0,6132238.0,,6035086.0,,,,
84,,6172547.0,,,,,,,5962797.0,
85,,,,,,,,,,
86,,,,,,,,,,
87,,6177096.0,,,,,,,,
88,,,,,,,,,,
89,,,,,,,,,,
