,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,5877526.0,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
4,,,,,,,,,,
5,,,,,5815896.0,,,,,
6,,,,,,,,,,
7,,,,,5877526.0,,,,,
8,,,,,5880089.0,,,,,
9,,,,,5884674.0,,,,,
10,,,,,,,,,5745723.0,
11,,,,,,,,5767563.0,,5723872.0
12,,,,6049141.0,,,,,,
13,,,,,,,,,,
14,,,6079707.0,,,,,5769842.0,,
15,,,,,,,,,5748076.0,
16,,,,,,,,,,
17,,,,,,,,,,
18,,,,,,5813565.0,,,,
19,,,,,,5814928.0,,5771364.0,,
20,,,,,,5815896.0,,,,
21,,,,,,5819011.0,,,,
22,,,,,,5836306.0,,5772954.0,5751071.0,
23,,6130488.0,,,,,,,,
24,,,,,,,,,,5729305.0
25,6158443.0,,,6077247.0,,,,5774057.0,5755199.0,
26,,,,,,5855569.0,,,,
27,,,,,,5857947.0,,,,
28,,,6113714.0,,,5858323.0,,,,
29,,,,6079707.0,,,,,,
30,,6134168.0,,,,5862262.0,,,,5733242.0
31,,,6114607.0,,,5862607.0,,,,
32,,,,,,5862749.0,,,,
33,,6136490.0,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,5739694.0
38,,,,,,,,,,
39,,,,6090235.0,,5871857.0,,,,
40,,,,,,,,,5766284.0,
41,,,,,,,,,,
42,,,,,,5877526.0,,,,
43,,,,,,5879681.0,5789202.0,,,
44,,,,,,5880089.0,,,,
45,,,,,,,5791682.0,,,
46,,,,,,,,,5767479.0,
47,,,,,,5884674.0,,,5767563.0,5743963.0
48,,,,,,,,,,
49,,,,,,5886192.0,,,,
50,,,,,,,5793003.0,,,
51,,,,,6026851.0,,5794056.0,5789118.0,,
52,,,,,,,,5789202.0,5769842.0,
53,,6155576.0,,,,,,,,
54,,,,,,,,,,5745723.0
55,,,,,,,5795940.0,,,
56,,,,,,,,5791637.0,,5746675.0
57,,6158443.0,6130488.0,6103154.0,,,,5791682.0,,
58,,,,,,,,5791688.0,5771364.0,
59,,,,,,,5797086.0,,,
60,,,,,,,,,,
61,,,,,,5896660.0,,,,5748076.0
62,,,,,,,,,,
63,,,,,,,,,5772954.0,5748437.0
64,,,,,,,,5793003.0,,
65,,,,,,,5810001.0,5793368.0,,
66,,,,,,,5810121.0,5794056.0,,
67,,,,6108323.0,,,5810565.0,,5774057.0,
68,,,,,,,5811125.0,,,
69,,,,,,,5812596.0,,,5751071.0
70,,,,,,5907829.0,5813565.0,,,5751378.0
71,,,6134168.0,,,5908368.0,,5795940.0,,
72,,,,,,,5814928.0,,,
73,,,,,,,5815852.0,,5775447.0,
74,6283859.0,,,,,,5815896.0,,,
75,,,,6113714.0,,,5815905.0,,,5755199.0
76,,,,,,,,5797086.0,,
77,,,,,,5911936.0,,,,5755564.0
78,,,,,6049141.0,,5818902.0,,5780912.0,
79,,,,6114607.0,,,5819011.0,,,
80,,,,,,,,,,
81,,,6136490.0,,,,5828584.0,,,
82,,,,,,,5830101.0,,,
83,,,,,,,,,5787499.0,
84,6310049.0,,,,,,,,,
85,,,,,,,5833803.0,,5789438.0,
86,,,,,,,,,5790847.0,
87,,,,,6055643.0,,,5808212.0,,
88,,,,,,,5835149.0,5808380.0,5790988.0,
89,,,,6118448.0,,,,,5791180.0,
90,,,6141399.0,,,,5836064.0,5809787.0,5791504.0,
91,,,,,,,5836306.0,,5792183.0,
92,,,,,,,5836516.0,,5792208.0,
93,,,,,,,5839413.0,,,5763788.0
94,,,6141939.0,,,,,5810533.0,5793054.0,
95,,,6142053.0,,,,5840305.0,5811129.0,5793856.0,
96,6340288.0,,,6120808.0,,,,,5794051.0,
97,,,,,,,,5812256.0,,
98,,,,,,,5842740.0,5812690.0,5794915.0,
99,,,,,,,5843807.0,,5794923.0,
100,,,,,,,5844018.0,5814017.0,,
101,,,,,,,5844035.0,,5799799.0,
102,,,,,,,,5815337.0,5802854.0,
103,,,,,,,,5816065.0,5803312.0,
104,,,,,,,5847702.0,5817252.0,5807118.0,
105,,,,,,,5849115.0,5817553.0,5809996.0,5768522.0
106,,,,,,,,5817778.0,5812743.0,5768577.0
107,,6188670.0,,,,,5851116.0,5817905.0,,
108,,,,,6066959.0,,5851986.0,5817946.0,5814709.0,
109,,,,,,5947352.0,5852243.0,5818697.0,,
110,,,,,,,5854381.0,5819800.0,5855510.0,
111,,,,,6069595.0,,5854454.0,5820094.0,,5772132.0
112,,,,,,,,,,
113,,,,,,,5855569.0,5824912.0,,5773295.0
114,,,,6133273.0,,,,5826636.0,,5773380.0
115,,,,,,,5857947.0,5833630.0,5867004.0,
116,,,,,,,5858323.0,5855792.0,,5774317.0
117,,,,,,,,,,5775062.0
118,,,,,,,5859799.0,,,5775302.0
119,6386712.0,,,,,,,5873736.0,,5776502.0
120,,,,,,,5862262.0,,,5777136.0
121,,,6152855.0,,6075442.0,,5862607.0,,,
122,,,,,,,5862739.0,5887214.0,,
123,,,,,,,5862749.0,,6073589.0,
124,,,,6142822.0,,,5862858.0,,,5780194.0
125,,,6154076.0,,6077247.0,,,,6119692.0,5783257.0
126,,,6154629.0,6145782.0,,,,,,
127,,,,,,,5867090.0,5893310.0,,
128,,,,,,,5867704.0,,,
129,,,,,,5967676.0,5870063.0,,,5795591.0
130,,,,,,,,5926475.0,,5798443.0
131,,,,,,,5870219.0,5969473.0,6195860.0,
132,,,6158443.0,,,,5871554.0,,,5806232.0
133,,,,,,,,,,
134,,,6159937.0,,,,,,,5817432.0
135,6442739.0,,,,,,,,,
136,,,,,,,5877772.0,,,
137,,,,,,,5879091.0,,,
138,,,,,,,,,,
139,6444166.0,,,,6088778.0,,5882868.0,,,
140,,,,,,,,,6251421.0,
141,,,,6166046.0,6090584.0,,5884319.0,,,
142,,,,,,,,,,
143,,,,,,5985440.0,5886205.0,,,
144,,,,,,,5887117.0,,,
145,,,,,,,,,,
146,,,,,,,,,,
147,,,,,,,5906369.0,,,5850143.0
148,,,6180619.0,,,,,,,
149,,6237079.0,,,,,5912242.0,,,
150,,,,,,,5914009.0,,,5853930.0
151,,,,,,,,,,
152,,,,,,,,,,5870411.0
153,,,,,6101764.0,,5973948.0,,,5888154.0
154,,,,,,,5985440.0,,,
155,,,6206401.0,,,,6002127.0,,,5977491.0
156,,,,,,,,,,5988267.0
157,,,,,,,6028798.0,,,6047201.0
158,,,6214360.0,,,6030904.0,6094278.0,,,
159,,,,,,,,,,
160,,,,,6114607.0,,,,,
161,,,,,,,,,,
162,,,,,,,,,,
163,,,,,,,,,,
164,,,,,,,,,,
165,,,,,,,,,,
166,,,,6310746.0,6143851.0,,,,,
167,,,,,,,,,,
168,,,,,,,,,,
169,,,,,6176621.0,,,,,7304033.0
170,,,,,6183215.0,,,,,7526328.0
171,,,,,,,6387734.0,,,
172,,,6265506.0,,,,,,,7565625.0
173,,,,,,,,,,7579394.0
174,,,,,,,,,,7581477.0
175,,,6277249.0,,,,,,,
176,,,,,,,,7304570.0,,
177,,,,,,,7529868.0,,,
178,,,,,,,,7574859.0,6614772.0,
179,,,6296488.0,,,,,7587653.0,,
180,,,,6503232.0,,,,7597604.0,,
181,,,,,,,,7608252.0,,
182,,6477682.0,,6537656.0,,,,,7516202.0,
183,,,,,,,,,7550911.0,
184,,,,,,,,,7561070.0,
185,,,,,,,,,7568951.0,
186,,,,,,,,,,
