Log file of circuit Monza at 13/10/2022 23:26:16

Population: 100
Iterations: 10
Mutation: 0.9
Crossover: 0.6
PitStopTime: 00:25.000
Weather: 'Sunny'

[EA] Generation 1 - Bruteforce solution: 01:14:32.444 -> best overall: 01:25:21.264 - difference: 10:48.820 - valid strategies: 6.86% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 2 - Bruteforce solution: 01:14:32.444 -> best overall: 01:22:23.363 - difference: 07:50.919 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 3 - Bruteforce solution: 01:14:32.444 -> best overall: 01:22:02.357 - difference: 07:29.913 - valid strategies: 21.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 4 - Bruteforce solution: 01:14:32.444 -> best overall: 01:21:37.575 - difference: 07:05.131 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 5 - Bruteforce solution: 01:14:32.444 -> best overall: 01:21:12.791 - difference: 06:40.347 - valid strategies: 6.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 6 - Bruteforce solution: 01:14:32.444 -> best overall: 01:20:48.451 - difference: 06:16.007 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 7 - Bruteforce solution: 01:14:32.444 -> best overall: 01:20:33.777 - difference: 06:01.333 - valid strategies: 6.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 8 - Bruteforce solution: 01:14:32.444 -> best overall: 01:20:11.189 - difference: 05:38.745 - valid strategies: 6.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 9 - Bruteforce solution: 01:14:32.444 -> best overall: 01:19:46.529 - difference: 05:14.085 - valid strategies: 5.0% | threshold is 0.25 - Stuck Counter = 0/0
[EA] Generation 10 - Bruteforce solution: 01:14:32.444 -> best overall: 01:19:21.639 - difference: 04:49.195 - valid strategies: 7.0% | threshold is 0.25 - Stuck Counter = 0/0


Best Strategy fitness: 4761639
Best Strategy time: 01:19:21.639

 vs 

Bruteforce fitness: 4472444
Bruteforce time: 01:14:32.444


Lap 1: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '103.2' Kg, PitStop 'No', Time '01:27.362' ms
Lap 14: Rain 0% -> Compound 'Soft', TyresAge 13, Wear '32.0'% | '29.0'% | '24.0'% | '21.0'%, Fuel '78.65' Kg, PitStop 'No', Time '01:25.430' ms
Lap 15: Rain 0% -> Compound 'Soft', TyresAge 14, Wear '34.0'% | '31.0'% | '26.0'% | '22.0'%, Fuel '76.76' Kg, PitStop 'No', Time '01:25.436' ms
Lap 16: Rain 0% -> Compound 'Soft', TyresAge 15, Wear '36.0'% | '33.0'% | '28.0'% | '24.0'%, Fuel '74.87' Kg, PitStop 'No', Time '01:25.458' ms
Lap 17: Rain 0% -> Compound 'Soft', TyresAge 16, Wear '39.0'% | '35.0'% | '30.0'% | '25.0'%, Fuel '72.98' Kg, PitStop 'No', Time '01:25.488' ms
Lap 18: Rain 0% -> Compound 'Soft', TyresAge 17, Wear '41.0'% | '37.0'% | '32.0'% | '27.0'%, Fuel '71.1' Kg, PitStop 'No', Time '01:25.520' ms
Lap 19: Rain 0% -> Compound 'Soft', TyresAge 18, Wear '44.0'% | '39.0'% | '34.0'% | '28.0'%, Fuel '69.21' Kg, PitStop 'No', Time '01:25.558' ms
Lap 20: Rain 0% -> Compound 'Soft', TyresAge 19, Wear '46.0'% | '42.0'% | '36.0'% | '30.0'%, Fuel '67.32' Kg, PitStop 'No', Time '01:25.622' ms
Lap 21: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '65.43' Kg, PitStop 'Yes', Time '01:48.096' ms
Lap 22: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '63.54' Kg, PitStop 'No', Time '01:23.092' ms
Lap 23: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '61.65' Kg, PitStop 'Yes', Time '01:47.870' ms
Lap 24: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '59.76' Kg, PitStop 'No', Time '01:22.866' ms
Lap 25: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '57.87' Kg, PitStop 'No', Time '01:22.860' ms
Lap 26: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '7.0'% | '7.0'% | '6.0'% | '5.0'%, Fuel '55.99' Kg, PitStop 'No', Time '01:22.870' ms
Lap 27: Rain 0% -> Compound 'Soft', TyresAge 4, Wear '10.0'% | '9.0'% | '8.0'% | '6.0'%, Fuel '54.1' Kg, PitStop 'No', Time '01:22.866' ms
Lap 28: Rain 0% -> Compound 'Soft', TyresAge 5, Wear '12.0'% | '11.0'% | '9.0'% | '8.0'%, Fuel '52.21' Kg, PitStop 'No', Time '01:22.850' ms
Lap 29: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '50.32' Kg, PitStop 'Yes', Time '01:47.190' ms
Lap 30: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '48.43' Kg, PitStop 'Yes', Time '01:47.076' ms
Lap 31: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '46.54' Kg, PitStop 'No', Time '01:22.072' ms
Lap 32: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '44.65' Kg, PitStop 'No', Time '01:22.066' ms
Lap 33: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '42.77' Kg, PitStop 'Yes', Time '01:46.736' ms
Lap 34: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '40.88' Kg, PitStop 'No', Time '01:21.732' ms
Lap 35: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '38.99' Kg, PitStop 'Yes', Time '01:46.510' ms
Lap 36: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '37.1' Kg, PitStop 'No', Time '01:21.506' ms
Lap 37: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '35.21' Kg, PitStop 'Yes', Time '01:46.284' ms
Lap 38: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '33.32' Kg, PitStop 'No', Time '01:21.278' ms
Lap 39: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '31.43' Kg, PitStop 'No', Time '01:21.274' ms
Lap 40: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '29.55' Kg, PitStop 'Yes', Time '01:45.944' ms
Lap 41: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '27.66' Kg, PitStop 'No', Time '01:20.938' ms
Lap 42: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '25.77' Kg, PitStop 'No', Time '01:20.934' ms
Lap 43: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '23.88' Kg, PitStop 'Yes', Time '01:45.604' ms
Lap 44: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '21.99' Kg, PitStop 'No', Time '01:20.598' ms
Lap 45: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '20.1' Kg, PitStop 'No', Time '01:20.594' ms
Lap 46: Rain 0% -> Compound 'Soft', TyresAge 3, Wear '7.0'% | '7.0'% | '6.0'% | '5.0'%, Fuel '18.21' Kg, PitStop 'No', Time '01:20.604' ms
Lap 47: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '16.33' Kg, PitStop 'Yes', Time '01:45.150' ms
Lap 48: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '14.44' Kg, PitStop 'Yes', Time '01:52.697' ms
Lap 49: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '12.55' Kg, PitStop 'No', Time '01:27.606' ms
Lap 50: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '10.66' Kg, PitStop 'Yes', Time '01:44.810' ms
Lap 51: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '8.77' Kg, PitStop 'Yes', Time '01:44.696' ms
Lap 52: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '6.88' Kg, PitStop 'No', Time '01:19.692' ms
Lap 53: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '4.99' Kg, PitStop 'Yes', Time '01:44.470' ms
Time elapsed: 00:08.278
