,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
4,,,5148439.0,,,,,,,
5,,5381898.0,,,,,,,,
6,,,,,,,,4916197.0,4891877.0,4867555.0
7,,,,,,,,,,
8,,,,5039451.0,,,,,,
9,,,,,,,,,,
10,,,,5044880.0,4990761.0,,,,,
11,,,,,,4965869.0,4940979.0,,,
12,,,,,,,,,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,,,,,,
16,,,,,,,,,,4884760.0
17,,,,,5014611.0,,,,,
18,,,,,5018166.0,,,,,
19,,,,5130522.0,,,,,,
20,,,,,,,,,,
21,,,,,5020040.0,,,,,
22,,,,,,,,,,
23,,,5362851.0,,,,,,,
24,,,,5138433.0,,,,4940979.0,,4891877.0
25,,,,5148439.0,,,,,,
26,,,,,,,,,4916197.0,
27,,,,,,,,,,
28,,,,,,4990105.0,4964838.0,,,
29,,,,,,4990761.0,,4944173.0,,4895071.0
30,,,,,,,4965869.0,,,
31,,,,,,,,,,
32,,,,,,4995397.0,,4945655.0,,
33,,,,,,,,,,
34,,,,,,4996475.0,,,4919391.0,
35,,,,,5039451.0,,,,,4899994.0
36,,,5380675.0,,,,,,,
37,,,5381190.0,,,,,,,
38,,,5381898.0,5188048.0,,5001724.0,,,,
39,,,,,5042378.0,,4969065.0,,,
40,,5520196.0,5384895.0,,5044880.0,,,,,
41,,,,,,,,,,4903929.0
42,,,,,,,,,,
43,,,5395134.0,,,,,,,4906268.0
44,,,,,,,,,,
45,,,,,,,,,,
46,,,,,,,,,,
47,,5528116.0,,5221206.0,,5014611.0,,,,
48,,,,,,5014924.0,,,,
49,,,,,,5017426.0,,,,
50,,,,,,5018166.0,,,,
51,,,,,,,,4963723.0,,
52,,,,,,5019645.0,4988138.0,,,
53,,,,,,,4990267.0,,,
54,,,,,,,,4969376.0,4938770.0,
55,,,,,,,,,4941915.0,4935626.0
56,,5531419.0,,,,5027542.0,4994822.0,,,
57,,,,,,5030309.0,4995991.0,,,4938327.0
58,,,,,5066337.0,,,4980823.0,4946351.0,
59,,5534518.0,,,5067785.0,,5010900.0,4981732.0,,4954437.0
60,,,,,,5040811.0,5015781.0,,,
61,,,,,,5042896.0,,4995829.0,4950895.0,
62,,,,,,,5026696.0,,4956039.0,
63,,,,,,,,,,
64,,5540537.0,,,5071716.0,5054244.0,,5012534.0,,
65,,5542361.0,,,,5056654.0,5039305.0,,,
66,,,,,,,,,,
67,,,,,,,5051590.0,,,
68,,,,,,,,,,
69,,,,,,,5169007.0,,,
70,,5549359.0,,,,,,,,
71,,,,,,,,5150061.0,5007679.0,
72,,5551867.0,,,,,,,5034730.0,
73,,,,5294133.0,,,,,,
74,,5558179.0,,,,,,,5089881.0,
75,,5559404.0,,,5093059.0,,,,,
76,,,,,,,,,,
77,,,,,,,,,5357191.0,
78,,,,,5110579.0,,,,,
79,,,,,,,5325414.0,,5399807.0,
80,,,,5306844.0,5117565.0,,,,,
81,5528116.0,,,,,,,,,
82,,,,,5143417.0,,,,,
83,,,,,,,,,,
84,5540537.0,,,,5228601.0,,,,,
85,,5578530.0,,,5235575.0,5387185.0,,,,5440279.0
86,,,,,,,,5567602.0,,
87,5559404.0,,5510281.0,,,,,,,
88,,,,,,,,,,
89,,,,,,6383284.0,,,,
90,,5592156.0,,,,,,,,
91,,,5583499.0,,,,,,,
92,,,,,,,,,,
93,5595571.0,,5702374.0,,,,,,,
94,,,,,,,,,,
95,,,,,,,,,,
96,,,,,,,,,,
97,,,,,,,,,,
98,5640504.0,,,,,,,,,
99,5722456.0,,,,,,,,,
