,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
4,,,5210786.0,,,,,,5065038.0,
5,,,,,,,,,,
6,,,5250437.0,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,5041412.0
9,,,,,,,,,,
10,,,,5184087.0,,,,,,
11,,,,,5159170.0,,,,,
12,,,,5186106.0,,,,,,
13,,,,,,,,,,
14,,,,,,,5120537.0,,,
15,,,5334273.0,5194780.0,,,,5097481.0,,
16,,,,,,,,,,
17,,,,,,,,,,
18,,,,5210786.0,5173588.0,,,,,
19,,,,,,5141853.0,,,,
20,,,,,,,,,,
21,,,,5223132.0,,,,,,
22,,,,5224519.0,5181845.0,,,,,
23,,,,5225492.0,,,,,,
24,,,,,,,,,,
25,,,5346546.0,,5183846.0,,,,,5064438.0
26,,,,,5184087.0,,,,,5065038.0
27,,,,,,,,,,
28,,,,5242744.0,5186106.0,,,,,
29,,,,5250437.0,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,5158570.0,,,,
33,,,,,5194780.0,5159170.0,,,,
34,,5364503.0,,,,,,5120537.0,,
35,,,,,,,5141853.0,,,
36,,,,5271869.0,,,,,5097481.0,
37,,5366681.0,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,
40,,,,5278820.0,,,,,,
41,,,5364503.0,,,,,,,
42,,,5364856.0,,5210786.0,,,,,
43,,,,,5210787.0,,,,,
44,,,,,,,5149279.0,,,
45,,,,,5212332.0,,,,,
46,,5372028.0,5366681.0,,5214419.0,,,,,
47,,,,,,,,,,
48,,,,,,,,,,
49,5366681.0,,,,,,,,,
50,,,,,,,,,,
51,,,,,5218659.0,5173588.0,,,,
52,,,,,5219647.0,,,5129828.0,,
53,,,,,5219776.0,,,,,
54,,,,,,,,,,5083013.0
55,,,5368994.0,,,,,,,
56,,,,,5223047.0,,,,,
57,,,,,5223132.0,,,,,
58,,,,5309323.0,,5183821.0,,,5116623.0,
59,,,,,,,,,,
60,,,,,,5185869.0,,,,
61,,,5372060.0,,5226791.0,,,,,
62,,,5372826.0,,,,,,,
63,,,,,,,,5147254.0,,
64,,,5373655.0,,,,,,5123029.0,
65,,,,,5236930.0,,5167917.0,,,
66,,,,5321085.0,,,,,,
67,,,,,5238298.0,,,,,
68,,,,,,,5173890.0,,,
69,5447289.0,,,,,,,,,
70,,,,,,5191670.0,,,,
71,,5408666.0,,,5253107.0,,,,,
72,,,,5331849.0,,,,,,
73,5462354.0,,,5332550.0,,,,,,
74,,,,5334273.0,,5205059.0,,,,
75,,5412198.0,,,,,,,,
76,,,,,,5225207.0,,,,
77,,,,,,,,,,
78,,,,,5304510.0,,,5199417.0,,5138616.0
79,,5417857.0,5395311.0,,,5288713.0,,,,
80,,,,5359251.0,,,,,,
81,,,5404113.0,,,,,5234872.0,,
82,,,5408794.0,,,,5217937.0,5238259.0,,
83,,,5412198.0,,,,,,,5312243.0
84,,,,,,,,,,
85,,,,,,,,,,
86,,,,5385322.0,,5387878.0,,,,
87,,,,,,,,,,5444586.0
88,,,,,5499584.0,,,,,
89,,,,,,5430095.0,,,,
90,,,,,,,5300880.0,,5561488.0,
91,,,,,,,,,,
92,,,,,,,5336914.0,,,
93,,,,,,,,,,
94,,,,,,,,,,
95,,,,,,,5515242.0,,,
96,5587758.0,,,,,,,,,
97,,,,,,,,,,
98,5605266.0,,,,,,,,,
99,,,,,,,,,,
