FrameIdentifier,TyresWearRL,TyresWearRR,TyresWearFL,TyresWearFR,TyresDamageRL,TyresDamageRR,TyresDamageFL,TyresDamageFR,NumLaps,NumTyreStints,BestLapTimeLapNum,BestSector1LapNum,BestSector2LapNum,BestSector3LapNum,lapTimeInMS[0],sector1TimeInMS[0],sector2TimeInMS[0],sector3TimeInMS[0],lapValidBitFlags[0],lapTimeInMS[1],sector1TimeInMS[1],sector2TimeInMS[1],sector3TimeInMS[1],lapValidBitFlags[1],lapTimeInMS[2],sector1TimeInMS[2],sector2TimeInMS[2],sector3TimeInMS[2],lapValidBitFlags[2],lapTimeInMS[3],sector1TimeInMS[3],sector2TimeInMS[3],sector3TimeInMS[3],lapValidBitFlags[3],lapTimeInMS[4],sector1TimeInMS[4],sector2TimeInMS[4],sector3TimeInMS[4],lapValidBitFlags[4],lapTimeInMS[5],sector1TimeInMS[5],sector2TimeInMS[5],sector3TimeInMS[5],lapValidBitFlags[5],lapTimeInMS[6],sector1TimeInMS[6],sector2TimeInMS[6],sector3TimeInMS[6],lapValidBitFlags[6],lapTimeInMS[7],sector1TimeInMS[7],sector2TimeInMS[7],sector3TimeInMS[7],lapValidBitFlags[7],lapTimeInMS[8],sector1TimeInMS[8],sector2TimeInMS[8],sector3TimeInMS[8],lapValidBitFlags[8],lapTimeInMS[9],sector1TimeInMS[9],sector2TimeInMS[9],sector3TimeInMS[9],lapValidBitFlags[9],lapTimeInMS[10],sector1TimeInMS[10],sector2TimeInMS[10],sector3TimeInMS[10],lapValidBitFlags[10],lapTimeInMS[11],sector1TimeInMS[11],sector2TimeInMS[11],sector3TimeInMS[11],lapValidBitFlags[11],lapTimeInMS[12],sector1TimeInMS[12],sector2TimeInMS[12],sector3TimeInMS[12],lapValidBitFlags[12],lapTimeInMS[13],sector1TimeInMS[13],sector2TimeInMS[13],sector3TimeInMS[13],lapValidBitFlags[13],lapTimeInMS[14],sector1TimeInMS[14],sector2TimeInMS[14],sector3TimeInMS[14],lapValidBitFlags[14],lapTimeInMS[15],sector1TimeInMS[15],sector2TimeInMS[15],sector3TimeInMS[15],lapValidBitFlags[15],lapTimeInMS[16],sector1TimeInMS[16],sector2TimeInMS[16],sector3TimeInMS[16],lapValidBitFlags[16],lapTimeInMS[17],sector1TimeInMS[17],sector2TimeInMS[17],sector3TimeInMS[17],lapValidBitFlags[17],lapTimeInMS[18],sector1TimeInMS[18],sector2TimeInMS[18],sector3TimeInMS[18],lapValidBitFlags[18],lapTimeInMS[19],sector1TimeInMS[19],sector2TimeInMS[19],sector3TimeInMS[19],lapValidBitFlags[19],lapTimeInMS[20],sector1TimeInMS[20],sector2TimeInMS[20],sector3TimeInMS[20],lapValidBitFlags[20],endLap[0],tyreActualCompound[0],tyreVisualCompound[0],endLap[1],tyreActualCompound[1],tyreVisualCompound[1],LastLapTimeInMS,CurrentLapTimeInMS,Sector1TimeInMS,Sector2TimeInMS,LapDistance,TotalDistance,CurrentLapNum,Sector,PitStopShouldServePen,DriverStatus,WorldPositionX,WorldPositionY,WorldPositionZ,RLWheelSlip,RRWheelSlip,FLWheelSlip,FRWheelSlip,Pitch,Roll,Weather,TrackTemperature,AirTemperature,TotalLaps,TrackLength,SessionType,TrackId,Formula,SessionTimeLeft,SessionDuration,NumMarshalZones,ZoneStart[0],ZoneFlag[0],ZoneStart[1],ZoneFlag[1],ZoneStart[2],ZoneFlag[2],ZoneStart[3],ZoneFlag[3],ZoneStart[4],ZoneFlag[4],ZoneStart[5],ZoneFlag[5],ZoneStart[6],ZoneFlag[6],ZoneStart[7],ZoneFlag[7],ZoneStart[8],ZoneFlag[8],ZoneStart[9],ZoneFlag[9],ZoneStart[10],ZoneFlag[10],ZoneStart[11],ZoneFlag[11],ZoneStart[12],ZoneFlag[12],ZoneStart[13],ZoneFlag[13],ZoneStart[14],ZoneFlag[14],SafetyCarStatus,NumWeatherForecastSamples,ForecastAccuracy,PitStopWindowIdealLap,PitStopWindowLatestLap,PitStopRejoinPosition,FrontWing,RearWing,OnThrottle,OffThrottle,FrontCamber,RearCamber,FrontToe,RearToe,FrontSuspension,RearSuspension,FrontAntiRollBar,RearAntiRollBar,FrontSuspensionHeight,RearSuspensionHeight,BrakePressure,BrakeBias,RearLeftTyrePressure,RearRightTyrePressure,FrontLeftTyrePressure,FrontRightTyrePressure,Ballast,FuelLoad,FuelInTank,FuelCapacity,FuelRemainingLaps,ActualTyreCompound,VisualTyreCompound,TyresAgeLaps,VehicleFIAFlags,ERSStoreEnergy,ERSDeployMode,ERSHarvestedThisLapMGUK,ERSHarvestedThisLapMGUH,ERSDeployedThisLap,Speed,Throttle,Brake,Gear,EngineRPM,DRS,RLBrakeTemperature,RRBrakeTemperature,FLBrakeTemperature,FRBrakeTemperature,RLTyreSurfaceTemperature,RRTyreSurfaceTemperature,FLTyreSurfaceTemperature,FRTyreSurfaceTemperature,RLTyreInnerTemperature,RRTyreInnerTemperature,FLTyreInnerTemperature,FRTyreInnerTemperature,EngineTemperature,RLTyrePressure,RRTyrePressure,FLTyrePressure,FRTyrePressure
16291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,26479.0,21339.0,0.0,1328.378906,40671.398438,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,27120.0,21339.0,0.0,1348.519531,40691.539062,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2778.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,70.0,55.0,-2.5,-2.0,0.06,0.2,4.0,7.0,4.0,6.0,4.0,6.0,95.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2782.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,27440.0,21339.0,0.0,1359.039062,40702.058594,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2777.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,28713.0,21339.0,0.0,1398.054688,40741.074219,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2780.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2780.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,70.0,55.0,-2.5,-2.0,0.06,0.2,4.0,7.0,4.0,6.0,4.0,6.0,95.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16383,,,,,,,,,10.0,1.0,4.0,4.0,7.0,4.0,74892.0,21120.0,23724.0,30048.0,15.0,74507,21031,23425,30049,15,74508,20977,23764,29767,15,73766,20807,23400,29557,15,74780,21293,23185,30300,15,74368,20997,23234,30136,15,74414,20922,23016,30475,15,74330,20910,23522,29897,15,74488,20926,23493,30068,15,0,21421,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2777.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,70.0,55.0,-2.5,-2.0,0.06,0.2,4.0,7.0,4.0,6.0,4.0,6.0,95.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,28641.0,21421.0,0.0,1428.15625,40771.175781,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16433,,,,,,,,,10.0,1.0,4.0,4.0,7.0,4.0,74892.0,21120.0,23724.0,30048.0,15.0,74507,21031,23425,30049,15,74508,20977,23764,29767,15,73766,20807,23400,29557,15,74780,21293,23185,30300,15,74368,20997,23234,30136,15,74414,20922,23016,30475,15,74330,20910,23522,29897,15,74488,20926,23493,30068,15,0,21421,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,32609.0,21421.0,0.0,1694.808594,41037.828125,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,33427.0,21421.0,0.0,1759.785156,41102.804688,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,33971.0,21421.0,0.0,1804.011719,41147.03125,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2770.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,70.0,55.0,-2.5,-2.0,0.06,0.2,4.0,7.0,4.0,6.0,4.0,6.0,95.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16555,,,,,,,,,10.0,1.0,4.0,4.0,7.0,4.0,74892.0,21120.0,23724.0,30048.0,15.0,74507,21031,23425,30049,15,74508,20977,23764,29767,15,73766,20807,23400,29557,15,74780,21293,23185,30300,15,74368,20997,23234,30136,15,74414,20922,23016,30475,15,74330,20910,23522,29897,15,74488,20926,23493,30068,15,0,21421,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2768.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2767.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,70.0,55.0,-2.5,-2.0,0.06,0.2,4.0,7.0,4.0,6.0,4.0,6.0,95.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,38623.0,21421.0,0.0,2092.09375,41435.113281,10.0,1.0,0.0,1.0,-68.830063,90.768272,154.526215,0.013274,0.006387,-0.000376,0.000184,-0.021241,-0.004659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,39979.0,21421.0,0.0,2159.652344,41502.671875,10.0,1.0,0.0,1.0,-32.312637,91.933456,97.972458,0.018623,0.033701,-0.000411,-0.000425,-0.004498,0.00136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,40662.0,21421.0,0.0,2197.042969,41540.0625,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16653,,,,,,,,,10.0,1.0,4.0,4.0,7.0,4.0,74892.0,21120.0,23724.0,30048.0,15.0,74507,21031,23425,30049,15,74508,20977,23764,29767,15,73766,20807,23400,29557,15,74780,21293,23185,30300,15,74368,20997,23234,30136,15,74414,20922,23016,30475,15,74330,20910,23522,29897,15,74488,20926,23493,30068,15,0,21421,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,42134.0,21421.0,0.0,2289.5,41632.519531,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2763.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2763.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,17.0,200.0,4371.0,2.0,6.0,0.0,2761.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,46117.0,21421.0,23586.0,2589.875,41932.894531,10.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,46634.0,21421.0,23586.0,2623.984375,41967.003906,10.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74488.0,47294.0,21421.0,23586.0,2654.414062,41997.433594,10.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
