FrameIdentifier,TyresWearRL,TyresWearRR,TyresWearFL,TyresWearFR,TyresDamageRL,TyresDamageRR,TyresDamageFL,TyresDamageFR,NumLaps,NumTyreStints,BestLapTimeLapNum,BestSector1LapNum,BestSector2LapNum,BestSector3LapNum,lapTimeInMS[0],sector1TimeInMS[0],sector2TimeInMS[0],sector3TimeInMS[0],lapValidBitFlags[0],lapTimeInMS[1],sector1TimeInMS[1],sector2TimeInMS[1],sector3TimeInMS[1],lapValidBitFlags[1],lapTimeInMS[2],sector1TimeInMS[2],sector2TimeInMS[2],sector3TimeInMS[2],lapValidBitFlags[2],lapTimeInMS[3],sector1TimeInMS[3],sector2TimeInMS[3],sector3TimeInMS[3],lapValidBitFlags[3],lapTimeInMS[4],sector1TimeInMS[4],sector2TimeInMS[4],sector3TimeInMS[4],lapValidBitFlags[4],lapTimeInMS[5],sector1TimeInMS[5],sector2TimeInMS[5],sector3TimeInMS[5],lapValidBitFlags[5],lapTimeInMS[6],sector1TimeInMS[6],sector2TimeInMS[6],sector3TimeInMS[6],lapValidBitFlags[6],lapTimeInMS[7],sector1TimeInMS[7],sector2TimeInMS[7],sector3TimeInMS[7],lapValidBitFlags[7],lapTimeInMS[8],sector1TimeInMS[8],sector2TimeInMS[8],sector3TimeInMS[8],lapValidBitFlags[8],lapTimeInMS[9],sector1TimeInMS[9],sector2TimeInMS[9],sector3TimeInMS[9],lapValidBitFlags[9],lapTimeInMS[10],sector1TimeInMS[10],sector2TimeInMS[10],sector3TimeInMS[10],lapValidBitFlags[10],lapTimeInMS[11],sector1TimeInMS[11],sector2TimeInMS[11],sector3TimeInMS[11],lapValidBitFlags[11],lapTimeInMS[12],sector1TimeInMS[12],sector2TimeInMS[12],sector3TimeInMS[12],lapValidBitFlags[12],lapTimeInMS[13],sector1TimeInMS[13],sector2TimeInMS[13],sector3TimeInMS[13],lapValidBitFlags[13],lapTimeInMS[14],sector1TimeInMS[14],sector2TimeInMS[14],sector3TimeInMS[14],lapValidBitFlags[14],lapTimeInMS[15],sector1TimeInMS[15],sector2TimeInMS[15],sector3TimeInMS[15],lapValidBitFlags[15],endLap[0],tyreActualCompound[0],tyreVisualCompound[0],endLap[1],tyreActualCompound[1],tyreVisualCompound[1],endLap[2],tyreActualCompound[2],tyreVisualCompound[2],LastLapTimeInMS,CurrentLapTimeInMS,Sector1TimeInMS,Sector2TimeInMS,LapDistance,TotalDistance,CurrentLapNum,Sector,PitStopShouldServePen,DriverStatus,WorldPositionX,WorldPositionY,WorldPositionZ,RLWheelSlip,RRWheelSlip,FLWheelSlip,FRWheelSlip,Pitch,Roll,Weather,TrackTemperature,AirTemperature,TotalLaps,TrackLength,SessionType,TrackId,Formula,SessionTimeLeft,SessionDuration,NumMarshalZones,ZoneStart[0],ZoneFlag[0],ZoneStart[1],ZoneFlag[1],ZoneStart[2],ZoneFlag[2],ZoneStart[3],ZoneFlag[3],ZoneStart[4],ZoneFlag[4],ZoneStart[5],ZoneFlag[5],ZoneStart[6],ZoneFlag[6],ZoneStart[7],ZoneFlag[7],ZoneStart[8],ZoneFlag[8],ZoneStart[9],ZoneFlag[9],ZoneStart[10],ZoneFlag[10],ZoneStart[11],ZoneFlag[11],ZoneStart[12],ZoneFlag[12],ZoneStart[13],ZoneFlag[13],ZoneStart[14],ZoneFlag[14],SafetyCarStatus,NumWeatherForecastSamples,ForecastAccuracy,PitStopWindowIdealLap,PitStopWindowLatestLap,PitStopRejoinPosition,FrontWing,RearWing,OnThrottle,OffThrottle,FrontCamber,RearCamber,FrontToe,RearToe,FrontSuspension,RearSuspension,FrontAntiRollBar,RearAntiRollBar,FrontSuspensionHeight,RearSuspensionHeight,BrakePressure,BrakeBias,RearLeftTyrePressure,RearRightTyrePressure,FrontLeftTyrePressure,FrontRightTyrePressure,Ballast,FuelLoad,FuelInTank,FuelCapacity,FuelRemainingLaps,ActualTyreCompound,VisualTyreCompound,TyresAgeLaps,VehicleFIAFlags,ERSStoreEnergy,ERSDeployMode,ERSHarvestedThisLapMGUK,ERSHarvestedThisLapMGUH,ERSDeployedThisLap,Speed,Throttle,Brake,Gear,EngineRPM,DRS,RLBrakeTemperature,RRBrakeTemperature,FLBrakeTemperature,FRBrakeTemperature,RLTyreSurfaceTemperature,RRTyreSurfaceTemperature,FLTyreSurfaceTemperature,FRTyreSurfaceTemperature,RLTyreInnerTemperature,RRTyreInnerTemperature,FLTyreInnerTemperature,FRTyreInnerTemperature,EngineTemperature,RLTyrePressure,RRTyrePressure,FLTyrePressure,FRTyrePressure
40509,5.553013,5.247815,6.721205,6.309202,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,31396.0,25185.0,0.0,1332.5,53789.859375,13.0,1.0,0.0,1.0,-116.754906,89.929291,834.382507,0.004582,0.013914,0.000121,-0.000214,0.005665,0.007659,3.0,24.0,18.0,200.0,4371.0,1.0,6.0,0.0,1065.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,65.0,50.0,-2.5,-1.7,0.05,0.2,3.0,5.0,2.0,4.0,5.0,6.0,92.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,56.893806,110.0,38.767105,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,106.0,0.238146,0.0,3.0,7992.0,0.0,868.0,869.0,844.0,845.0,76.0,82.0,85.0,91.0,84.0,81.0,83.0,80.0,100.0,24.238913,24.041525,22.814098,22.627552
40510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,31460.0,25185.0,0.0,1334.742188,53792.101562,13.0,1.0,0.0,1.0,-118.755157,89.934593,833.917786,0.004302,0.012952,0.000122,-0.000202,0.005124,0.007464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.893383,110.0,38.766815,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,106.0,0.229976,0.0,3.0,8022.0,0.0,866.0,866.0,841.0,842.0,77.0,81.0,85.0,91.0,84.0,81.0,83.0,80.0,100.0,24.238113,24.042015,22.814669,22.629168
40511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,31666.0,25185.0,0.0,1341.429688,53798.789062,13.0,1.0,0.0,1.0,-124.633606,89.946915,832.129517,0.003639,0.009656,0.000116,-0.000206,0.005445,0.007439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.892124,110.0,38.765957,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,108.0,0.229976,0.0,3.0,8111.0,0.0,859.0,859.0,833.0,834.0,77.0,81.0,85.0,90.0,84.0,81.0,83.0,80.0,100.0,24.235872,24.043243,22.81645,22.633762
40512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,31871.0,25185.0,0.0,1347.34375,53804.703125,13.0,1.0,0.0,1.0,-129.694168,89.954941,830.065674,0.003225,0.00817,0.00011,-0.000147,0.005157,0.007752,3.0,24.0,18.0,200.0,4371.0,1.0,6.0,0.0,1063.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,56.891022,110.0,38.765202,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,109.0,0.221806,0.0,3.0,8193.0,0.0,852.0,853.0,825.0,826.0,77.0,80.0,86.0,90.0,84.0,81.0,83.0,80.0,100.0,24.233999,24.044039,22.818119,22.637552
40513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,31994.0,25185.0,0.0,1351.164062,53808.523438,13.0,1.0,0.0,1.0,-132.925812,89.958725,828.478821,0.003391,0.00874,9.7e-05,-0.000173,0.005667,0.007522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.890274,110.0,38.764694,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,110.0,0.238146,0.0,3.0,8262.0,0.0,848.0,849.0,820.0,821.0,77.0,80.0,86.0,89.0,84.0,81.0,83.0,80.0,100.0,24.232807,24.044397,22.819244,22.639896
40514,5.568687,5.256651,6.755961,6.325779,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,24.0,18.0,200.0,4371.0,1.0,6.0,0.0,1065.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,65.0,50.0,-2.5,-1.7,0.05,0.2,3.0,5.0,2.0,4.0,5.0,6.0,92.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,32112.0,25185.0,0.0,1355.0,53812.359375,13.0,1.0,0.0,1.0,-136.091431,89.964249,826.705139,0.004229,0.011751,7.3e-05,-0.000232,0.006305,0.007365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.889408,110.0,38.764103,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,111.0,0.270825,0.0,3.0,8366.0,0.0,844.0,845.0,815.0,816.0,77.0,79.0,86.0,89.0,84.0,81.0,83.0,80.0,100.0,24.231636,24.044647,22.820391,22.642141
40516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,32230.0,25185.0,0.0,1358.90625,53816.265625,13.0,1.0,0.0,1.0,-139.198639,89.972626,824.737732,0.006084,0.020509,3.8e-05,-0.000336,0.007228,0.006794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.888424,110.0,38.763428,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,112.0,0.328015,0.0,3.0,8517.0,0.0,840.0,841.0,810.0,811.0,77.0,79.0,86.0,88.0,84.0,81.0,83.0,80.0,100.0,24.230494,24.044788,22.821558,22.644287
40517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,32348.0,25185.0,0.0,1362.875,53820.234375,13.0,1.0,0.0,1.0,-142.254181,89.985611,822.567993,0.004318,0.01563,-0.000139,-0.000233,0.007658,0.00582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.887321,110.0,38.762676,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,114.0,0.401544,0.0,3.0,8604.0,0.0,836.0,837.0,805.0,806.0,78.0,79.0,86.0,88.0,84.0,81.0,83.0,80.0,100.0,24.229401,24.044853,22.822744,22.646349
40518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,32427.0,25185.0,0.0,1365.53125,53822.890625,13.0,1.0,0.0,1.0,-144.260406,89.996918,821.00415,0.010368,0.035073,-0.000246,-0.000382,0.007874,0.005347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.886578,110.0,38.762169,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,115.0,0.466904,0.0,3.0,8797.0,0.0,833.0,834.0,802.0,803.0,78.0,79.0,86.0,87.0,84.0,81.0,83.0,80.0,100.0,24.228706,24.044867,22.823547,22.647678
40519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,32547.0,25185.0,0.0,1369.53125,53826.890625,13.0,1.0,0.0,1.0,-147.208969,90.015114,818.491333,0.009316,0.031243,-0.0002,-0.000341,0.00715,0.003712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.885464,110.0,38.76141,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,117.0,0.450564,0.0,3.0,8890.0,0.0,829.0,830.0,797.0,798.0,78.0,79.0,86.0,87.0,84.0,81.0,83.0,80.0,100.0,24.22773,24.044838,22.824751,22.649591
40520,5.58325,5.266687,6.777995,6.337605,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,24.0,18.0,200.0,4371.0,1.0,6.0,0.0,1064.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,65.0,50.0,-2.5,-1.7,0.05,0.2,3.0,5.0,2.0,4.0,5.0,6.0,92.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,32667.0,25185.0,0.0,1373.550781,53830.910156,13.0,1.0,0.0,1.0,-150.055878,90.034859,815.802551,0.006285,0.019726,-0.000167,-0.000306,0.005776,0.001709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.884361,110.0,38.760654,8.0,8.0,1.0,0.0,4000000.0,1.0,329411.78125,376470.59375,400000.0,118.0,0.442394,0.0,3.0,8944.0,0.0,825.0,825.0,792.0,793.0,78.0,78.0,86.0,86.0,84.0,81.0,83.0,80.0,100.0,24.226843,24.04476,22.825932,22.651392
40522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,24.0,18.0,200.0,4371.0,1.0,6.0,0.0,1063.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,65.0,50.0,-2.5,-1.7,0.05,0.2,3.0,5.0,2.0,4.0,5.0,6.0,92.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,24.0,18.0,200.0,4371.0,1.0,6.0,0.0,1063.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,65.0,50.0,-2.5,-1.7,0.05,0.2,3.0,5.0,2.0,4.0,5.0,6.0,92.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,35854.0,25185.0,0.0,1505.386719,53962.746094,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,36468.0,25185.0,0.0,1539.496094,53996.855469,13.0,1.0,0.0,1.0,-188.742752,90.114334,657.403503,0.016732,0.014663,-0.000276,-0.000276,-4e-06,-7.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,39598.0,25185.0,0.0,1752.1875,54209.546875,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,40202.0,25185.0,0.0,1798.003906,54255.363281,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,42088.0,25185.0,0.0,1937.882812,54395.242188,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40732,5.705458,5.374331,6.837568,6.376746,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,36792.0,25185.0,0.0,1558.722656,54016.082031,13.0,1.0,0.0,1.0,-189.384903,90.113663,638.166687,0.000237,0.000238,0.000319,0.000332,-0.000412,-0.000455,3.0,24.0,18.0,200.0,4371.0,1.0,6.0,0.0,1060.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,65.0,50.0,-2.5,-1.7,0.05,0.2,3.0,5.0,2.0,4.0,5.0,6.0,92.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,56.8069,110.0,38.707783,8.0,8.0,1.0,0.0,3954436.5,1.0,329411.78125,448621.90625,517715.0625,217.0,0.039216,0.0,5.0,11404.0,0.0,651.0,652.0,585.0,586.0,82.0,78.0,74.0,70.0,84.0,81.0,83.0,80.0,100.0,24.240145,24.040615,22.812805,22.624506
40733,5.706454,5.375257,6.837568,6.376746,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,36832.0,25185.0,0.0,1562.046875,54019.40625,13.0,1.0,0.0,1.0,-189.494278,90.112984,634.84375,0.011674,0.01071,5.3e-05,6.8e-05,-0.000133,-0.0002,3.0,24.0,18.0,200.0,4371.0,1.0,6.0,0.0,1060.0,3600.0,15.0,0.0,0.0,0.091153,0.0,0.136148,0.0,0.195091,0.0,0.237153,0.0,0.272685,0.0,0.318013,0.0,0.387488,0.0,0.437237,0.0,0.491194,0.0,0.583338,0.0,0.650375,0.0,0.736616,0.0,0.858703,0.0,0.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,65.0,50.0,-2.5,-1.7,0.05,0.2,3.0,5.0,2.0,4.0,5.0,6.0,92.0,55.0,23.1,23.1,21.799999,21.799999,6.0,60.0,56.805286,110.0,38.70668,8.0,8.0,1.0,0.0,3952093.5,1.0,329411.78125,448621.90625,520057.96875,219.0,1.0,0.0,5.0,11602.0,0.0,648.0,649.0,582.0,583.0,82.0,78.0,74.0,70.0,84.0,81.0,83.0,80.0,100.0,24.240086,24.040447,22.81217,22.623775
40734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,36887.0,25185.0,0.0,1566.308594,54023.667969,13.0,1.0,0.0,1.0,-189.634781,90.111725,630.579773,0.010776,0.010166,7.4e-05,9.2e-05,-0.000116,-0.000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.803238,110.0,38.70528,8.0,8.0,1.0,0.0,3949110.75,1.0,329411.78125,448621.90625,523040.34375,221.0,1.0,0.0,5.0,11698.0,0.0,645.0,646.0,578.0,579.0,81.0,78.0,73.0,69.0,84.0,81.0,83.0,80.0,100.0,24.239992,24.040224,22.811344,22.622829
40735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,37026.0,25185.0,0.0,1574.855469,54032.214844,13.0,1.0,0.0,1.0,-189.916153,90.111633,622.031067,0.009709,0.009246,9e-05,0.000106,-0.000174,-0.000233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.799221,110.0,38.702541,8.0,8.0,1.0,0.0,3943207.5,1.0,329411.78125,448621.90625,528943.75,224.0,1.0,0.0,5.0,11881.0,0.0,638.0,639.0,570.0,571.0,81.0,78.0,73.0,69.0,84.0,81.0,83.0,80.0,100.0,24.239744,24.039757,22.809624,22.620907
40736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,37233.0,25185.0,0.0,1587.828125,54045.1875,13.0,1.0,0.0,1.0,-190.341263,90.110886,609.055786,0.009621,0.009045,0.000101,0.00012,-0.000175,-0.000232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.794571,110.0,38.699368,8.0,8.0,1.0,0.0,3939066.5,1.0,329411.78125,453287.34375,537750.8125,228.0,1.0,0.0,6.0,10525.0,0.0,628.0,629.0,558.0,559.0,81.0,77.0,72.0,69.0,84.0,81.0,83.0,80.0,101.0,24.239185,24.038952,22.806885,22.617924
40737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87247.0,37396.0,25185.0,0.0,1596.417969,54053.777344,13.0,1.0,0.0,1.0,-190.621475,90.110352,600.468811,0.009184,0.00858,0.000114,0.000133,-3.5e-05,-9.1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.790611,110.0,38.696663,8.0,8.0,1.0,0.0,3933330.75,1.0,329411.78125,453287.34375,543486.5,232.0,1.0,0.0,6.0,10674.0,0.0,622.0,622.0,551.0,552.0,81.0,77.0,72.0,69.0,84.0,81.0,83.0,80.0,101.0,24.238703,24.038361,22.804993,22.615917
