,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
4,,,,,,,,,,
5,,,,,,,,,,
6,,,,,,,,,,
7,,,,6181786.0,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
11,,,,,,,,,,
12,,,,,,,,,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,,,,,,
16,,,,,,,,,,
17,,,,,6131874.0,,,,,
18,,,,,,,6075487.0,6053562.0,,
19,,,,,,6103919.0,,,,6015240.0
20,,,,,,,,,,
21,,,,,,,,,,
22,,,,,,,,,,
23,,,,,,,,,,
24,,,,,,6106075.0,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,6259377.0,,,,6084166.0,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,6045453.0,
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,
40,,6281353.0,,,,,,,,
41,,,,,,,,,,
42,,,,,6181786.0,,,,,
43,,,,,,,,,,
44,,,,,,,,,,
45,,,,,,,,,,
46,,,,,,,,,,
47,,,,,,,,,,
48,,,,,,,,,,
49,,,,,,,,,,
50,,,,,,,,,,
51,,,,,,,,,6053562.0,
52,,,,,,,,6075487.0,,
53,,,,,,,,,,
54,,,,,,,,,6054719.0,
55,,,,,,,,,,
56,,,,,,,,,,
57,,,,,,,,,,
58,,,,,,,,,,
59,,,,6259377.0,6197588.0,,,,,
60,,,6278434.0,,,,,6079675.0,,
61,,,,,,,6103919.0,6080072.0,,
62,,6295847.0,,,,,,,,
63,,,,,,6131874.0,,,,
64,,,,,6202193.0,,,,,
65,,,,,,,,,,
66,,,,,,6132299.0,,,,
67,,,,,,6132770.0,,,,
68,,,6281353.0,,,,,,,
69,,,6281718.0,,,,,,,
70,,,,,,,,,,
71,,,,,,,,,,6045453.0
72,,,,,,,,,,
73,,,,,,,6105911.0,,,
74,6303280.0,,,,,,6106075.0,,,
75,,,,,,6138873.0,,6084166.0,,
76,,,,,,,,,,
77,,6303280.0,,,,,,,,
78,,,,,,,,,,
79,,,,,,6140217.0,,,,
80,,,,,,,,,,
81,,,,,,,,,,
82,,,,,,,,,,
83,,,,,,,,,,
84,,,,,,,,,,
85,,,,,,,,,,
86,,,,,,,,,,
87,,,,,,,,,,
88,,6310605.0,,,,,,,,
89,,,,,,,,,,
90,,,,,,,,,,
91,,,,,,,,,,
92,,,,,,,,,,
93,,,,,,,,,,
94,,,,,,,,,,
95,,,,,,,,,,
96,,,,,,6153585.0,,,,
97,,,,,,,,,,6052512.0
98,,,,,,,,,,
99,,,,6272110.0,,,,,,
100,,,,,,,,,,6053562.0
