,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,5099934.0,,,,
3,,,,,,,,,5045052.0,
4,,,,,,,,,,
5,,,,,,,,,,
6,,,,,,,,,5056234.0,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
11,,,,,,,,,,
12,,,,,,,,5068584.0,,
13,,,,,,,,,,
14,,,,,,,5099420.0,,,
15,,,,,,,5099934.0,5073355.0,5068584.0,
16,,,,,,,5106037.0,,,
17,,,,,,,,,,
18,,,,,,,,,,
19,,,,5288895.0,,,,,,
20,,,,,,5256860.0,,,,5045052.0
21,,,5313856.0,,,,,,,
22,,,,,,,,5092751.0,5073355.0,
23,,,,,,,,,,
24,,,,,,,,5093716.0,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,5283598.0,,,,,5051110.0
28,,5334992.0,5330686.0,,,,,,,
29,,,,,,,,,5077674.0,5056234.0
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,5097832.0,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,5334992.0,,,,,,,
37,,,,,5288895.0,5282550.0,,5099420.0,,
38,,,,,5290119.0,,,,,
39,,,,,,5283598.0,,,,
40,,,,,,,,5099934.0,,
41,,,,,,,,,,
42,,,5336803.0,,,,,5100534.0,,
43,,,,,,,,,,
44,,,,,,,,,,
45,,,,,,,,5106037.0,,
46,,,,,,,,,5092751.0,
47,,,,,,,,,,5070488.0
48,,,,5313856.0,,,,,,
49,,,,,,,,,,
50,,,,,,,,,,
51,,5361708.0,,,,,,,,5073355.0
52,,,,,,,,,,
53,,5364656.0,,,,,,5113702.0,,
54,,,,,,,,,,5080992.0
55,5361708.0,,,,,,,,,
56,,5367544.0,,,,,,,,5083780.0
57,,5367783.0,,,,,,,,
58,5374100.0,,,,,,,,,
59,,5368217.0,,,,,,,,
60,,,,5327728.0,,,,,5119035.0,
61,,,,,,,,,5120776.0,5086834.0
62,,5372276.0,,,5312103.0,,,5124994.0,5124895.0,
63,,,,,,,,,,
64,,,,,,,,,,
65,,5374100.0,,,,,,5129755.0,5152332.0,
66,,,,5338889.0,,,,,,
67,,,,,,,,,,
68,5424284.0,,,,,,,5130734.0,5198539.0,
69,,,,,,,,,,
70,,,5367029.0,,,,5223240.0,,,
71,,5378466.0,,,,,,,5307232.0,
72,,,,,,,,,,5123122.0
73,,,,,,,,,,
74,5480914.0,,,,,,,,,
75,,,,,,,,,,5132533.0
76,,,,,,,,,,
77,,,,,,,,,,5236985.0
78,,5390043.0,,,,,,5151612.0,,
79,,,,,,,,5159238.0,5400762.0,
80,,,,,,,,,,
81,5517777.0,,,,,,,5187394.0,,
82,,,,,,,,5189865.0,,
83,,,5413062.0,,,,5268938.0,,,
84,,,,,,,,5223240.0,,
85,,5400302.0,,5405257.0,,5361668.0,,,,5431730.0
86,,,,,,,,5243203.0,,
87,,,,,,,,,,
88,,,,,5447624.0,,,5282556.0,,
89,,,,5470984.0,,,,,,5544485.0
90,,,,,,5442552.0,,,,
91,5581675.0,,,,,,,,,
92,,,,,5558722.0,,,5371089.0,,
93,,5453591.0,,,,5564115.0,,5392505.0,,
94,,,,,,,,,,
95,5650563.0,,,,,,,,,
96,,,,,,,,,,
97,,,,,,,,,,
98,5685094.0,,,,,,,,,
99,,,,,,,,,,
