,0,1,2,3,4,5,6,7,8,9
0,,,,,,5892271.0,,,,
1,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
4,,,,,,,5870991.0,,,
5,,,,,,,5892271.0,,,
6,,,,,,,5908817.0,,,
7,,,,,,,5915924.0,,,
8,,,,,,,5922497.0,,,
9,,,,,,,,,,
10,,,,,,,,,,
11,,,,,,,,,,
12,,,,,,,,,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,,,,,,
16,,,,,,,,,,
17,,,,,,,,,,
18,,6263443.0,,,,,,,,
19,,,,,,,,,,
20,,,,,,,,,,
21,,,,,,,,,,
22,,,,,,,,,,5827183.0
23,,,,,,,,,,5827395.0
24,,,,,,,,5870314.0,,
25,,,,,,,,5870991.0,,
26,,,6241477.0,,,6197304.0,,,,
27,,,,6219187.0,,,,,,
28,,,,,,,,,5849034.0,
29,,,,,,,,,5849140.0,
30,,,,,,,,,,
31,,,,,,,,5886977.0,,
32,,,,,,,,,,
33,,,,,,,,5891931.0,,
34,,,,,,,,5892240.0,,
35,,,,,,,,5892271.0,,
36,,,,,,,,5893806.0,,
37,,,,,,,,5894084.0,,
38,,,,,,,,5894130.0,,
39,,,,,,,,5905469.0,,
40,,,,,,,,,,
41,,,,,,,,5908216.0,,
42,,,,,,,,5908817.0,,
43,,,,,,,,,,
44,,,,,,,,5914884.0,,
45,,,,,,,,5915924.0,,
46,,6301709.0,,,,,,,5865094.0,
47,,,,,,,,,,
48,,,6263443.0,,,,,,,
49,,,,,,,,5922497.0,,
50,,,,,,,,,,
51,,,,,,,,5936777.0,,
52,,,,,,,,5942289.0,,
53,,,,,,,,5943848.0,5870006.0,
54,,,,,,,,5945110.0,5870314.0,
55,,,,,,,,5947616.0,5870327.0,
56,,,,,,,,,5870357.0,
57,,,,,,,,,5870991.0,
58,,,,,,,,,5871004.0,
59,,,,,,,,,5871849.0,
60,,,,,,,,,5871966.0,
61,,,,,,,,,5872279.0,
62,,,,,,,,,,
63,,,,,,,,,5872510.0,
64,,,,,,,,,,
65,,,,,,,,6002701.0,,
66,,,6271643.0,,,,,,,
67,,,,,6219187.0,,,,,
68,,,,,,,,,,5849034.0
69,,,,,,,,,5874795.0,5849047.0
70,,,,,,,,,,5849140.0
71,,,6273395.0,,,,,6020161.0,,5849153.0
72,,,,6241477.0,,,,,,
73,,,,,,6219187.0,,,5878937.0,
74,,,,,,,,,,
75,,,,,,,,,,
76,,,6275225.0,,,,,,,5850675.0
77,,,,,,,,,,
78,,,,,,,,,,
79,,,,,,,,,5886977.0,
80,,,,,6223767.0,,,6039661.0,,
81,6325509.0,,,,,,,,,
82,,6325509.0,,,,,,,,
83,,,,,,,,,,
84,,,,,,,,,5891533.0,
85,,,,,,,,,5891722.0,
86,,,,,,,,,5891931.0,
87,,,,,,,,,5892138.0,
88,,,,,,,,,,
89,,,,,,,,,5892208.0,
90,,,,,,,,,5892240.0,
91,,,,,,,,,5892271.0,
92,,,,6248520.0,,,,,5892284.0,
93,,,,,,,,,5892284.0,
94,,,,,,6223767.0,,,5892561.0,
95,,,,,,,,,,
96,,,,,,,,,,
97,,6332290.0,,,,,,,5893806.0,
98,,,,,,,,,5894038.0,
99,6363461.0,,,,,,,,5894084.0,
100,,,,,,,,,5894130.0,
101,,,,,,,,,,
102,,,,,,,,,,
103,,,,,,,,,,
104,,,,,,,,,,
105,,,,,,,,,,
106,,,,,,,,,,
107,,,,,6232569.0,,,,5898775.0,
108,,,,,,,,,5898946.0,
109,,,,,,,,,5900893.0,
110,,,,,,,,,,
111,,,,,,,,,5903331.0,
112,,,,,,,,,5905469.0,
113,,,,,,,,,,
114,,,,,,,,,5908216.0,
115,,,,6258664.0,,,,,5908786.0,
116,,,,,,,,,5908817.0,5871011.0
117,,,,,,,,,,
118,,,,,,,,,,
119,,,,,,,,,5913933.0,
120,,,,,,,,,5914242.0,
121,,,,,,,,,5915410.0,
122,,,,,,,,,5915464.0,
123,,,,,,,,,5915581.0,
124,,,,,,6241134.0,,,5916086.0,5878972.0
125,,,,,,6241433.0,,,5919521.0,
126,,,,,,,,,5921968.0,
127,,,,,,,,,5922008.0,
128,,,,,,,,,5922421.0,
129,,,,,,,,,,
130,,,,,,,,,,
131,,,,,,,,,,
132,6409305.0,,,,,,,,,
133,,,,,,,,,5940708.0,
134,,,,,,,,,5942035.0,
135,,,,,,,,,5942380.0,
136,,,,,,,6197304.0,,,
137,,,,,,,,,,5918866.0
138,,,,,,,,,,
139,,,,,,,,,,
140,,,,,,,,,5964187.0,5926420.0
141,,,,,,,,,,5926937.0
142,,,,,,,,,,
143,,,,,,,,,,
144,,,,,,,,,5982903.0,
145,,,,,6268981.0,,,,,
146,,6359768.0,,,,,,,,5949385.0
147,,,,,6274586.0,,,,,
148,,,,,,,,,6018217.0,
149,,,,,,,,,6070879.0,
150,,,,,,,,,6076137.0,
151,,,,,,,,,,
152,,,,,,,,,,
153,,,,,,,,,,
154,,,,,,,,,,
155,,,,,,,,,,
156,,,6314098.0,,,,,,,
157,,,,,,,,,,
158,,6373895.0,,,,,,,,
159,,,,,,,,,,
160,,,,,,,,,,
161,,,,,,,,,,
162,,,,,,,6218798.0,,,
163,,,,,6330959.0,,,,,
164,,,,,,6330959.0,,,,
165,,,,,,,,,,
166,,,,,,,,,,
167,,,,,,,,,,
168,,,,,,,,,,
169,,,,,,,,,,
170,,,,,,,,,,
171,,,,,,,,,,
172,6502742.0,,,,,,,,,
173,,6490054.0,,,,,,,,
