,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
4,,,,,,,,,,
5,,,,,,,,,,
6,,,,,5078074.0,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,5082057.0,,5031953.0,,,
10,,,,,,,,,5000997.0,
11,,,,,,,,,,
12,,,,,,5054381.0,,,,4975737.0
13,,,,,,,,,,
14,,5150846.0,5127754.0,,,,,,,
15,,,,5106377.0,,,,,,
16,,,,,,,,,,
17,5195833.0,,,,,,5047263.0,,,
18,,,,,,,,,,
19,5202465.0,,,,,,,,,
20,,,,,,,,,,
21,,,,,,,,,,
22,,,5143083.0,,,,,,,
23,,,,,,,,,,
24,,5166694.0,,,,,5054381.0,,,
25,,5170953.0,,,,,,,,
26,,,,,,,,5024112.0,,
27,,,,,,5072071.0,,,,
28,,,,,5106377.0,,,,,
29,,5176194.0,,,,,,,,
30,,,,,,,,,,
31,,,,,,5077417.0,,,,5000997.0
32,,,,,,5078074.0,5060828.0,,5024024.0,
33,5304238.0,,,,,5078909.0,,,5024112.0,
34,,,,,,,,5029327.0,,
35,,5195833.0,5150846.0,5127754.0,,,,,,
36,,,,,,5082057.0,,5031953.0,,
37,,,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,
40,,5202465.0,,,,,,,,
41,5323419.0,,,5136017.0,,,,,,
42,,,,,5118727.0,,,,,
43,5327244.0,,,,,,,,,
44,,5208301.0,,,,5090585.0,,,,
45,,,,,,5090748.0,5068842.0,,,
46,,,,,,,,,,
47,,,,,,,,,,
48,,,,,,,,,5029327.0,
49,,,,,,,,,,
50,,,,,,,,,,
51,,,,,,,,,,
52,,,,,,,,,,
53,,,5169340.0,,,,,5047047.0,,
54,,,,,5130125.0,,,,,
55,,5225637.0,,,,,5079329.0,,,
56,,,,,5130697.0,,,5047263.0,5042030.0,
57,,,,,,5103050.0,5080491.0,,,5025973.0
58,,,,5152130.0,,,,,5043311.0,5028348.0
59,,,,,,5104584.0,,,,
60,,5232658.0,,,,,,,,
61,,,5175843.0,,,,,,,
62,,,,,,,,,,
63,5384394.0,,,,,,,,,
64,,,,,,,,,,
65,,,,,,,,,,
66,,5242413.0,,,,,,,,
67,5414331.0,5245338.0,,,,,,,,
68,,,,,,5112833.0,,5069868.0,,
69,,,,,,,,,,
70,,,,5173838.0,,,,,,
71,,,,,,,,,,
72,,,,5179374.0,,,,,,
73,,,,5179420.0,,,5203123.0,,,
74,,5260115.0,,,,,,,,
75,,,,,,,,,,
76,5444467.0,,,,,,,5092535.0,,
77,,,,,,,,5097655.0,,
78,,,,,,,,,5204816.0,
79,,,,,,,,,5208839.0,
80,,,,,,,,,5244652.0,
81,,,,,,,,,,
82,,,,,,,,5182234.0,,
83,,,,,,,,,,
84,5522992.0,,,5303157.0,,,,,,
85,,,,,,,,,,
86,5536063.0,5472365.0,,,,,,,,
87,,,,,5439039.0,,5687066.0,5330704.0,,
88,,,,,,,,,,
89,5558804.0,,,,5465856.0,5247436.0,,,,
90,,,,,,,,,,
91,5567573.0,,,,,,,,,
92,,,,,,,,,,
93,,,,5441684.0,,5408756.0,,,5909378.0,
94,,,,,,,,,,
95,,,,5739344.0,,,,,,
96,,,,,,,,,,
97,,,,,,,,,,
98,,,,,,,,,,
99,,,,,,,,,,
