Lap 23: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '69.7' Kg, PitStop 'No', Time '01:24.960' ms
Lap 24: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '67.81' Kg, PitStop 'Yes', Time '01:48.598' ms
Lap 25: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '65.92' Kg, PitStop 'Yes', Time '01:47.884' ms
Lap 26: Rain 0% -> Compound 'Soft', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '64.03' Kg, PitStop 'No', Time '01:22.880' ms
Lap 27: Rain 0% -> Compound 'Soft', TyresAge 2, Wear '5.0'% | '4.0'% | '4.0'% | '3.0'%, Fuel '62.14' Kg, PitStop 'No', Time '01:22.874' ms
Lap 28: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '60.25' Kg, PitStop 'Yes', Time '01:55.205' ms
Lap 29: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '58.36' Kg, PitStop 'No', Time '01:30.113' ms
Lap 30: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '56.48' Kg, PitStop 'Yes', Time '01:47.918' ms
Lap 31: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '1.0'%, Fuel '54.59' Kg, PitStop 'No', Time '01:22.884' ms
Lap 32: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '4.0'% | '4.0'% | '3.0'% | '3.0'%, Fuel '52.7' Kg, PitStop 'No', Time '01:22.852' ms
Lap 33: Rain 0% -> Compound 'Medium', TyresAge 3, Wear '6.0'% | '6.0'% | '5.0'% | '4.0'%, Fuel '50.81' Kg, PitStop 'No', Time '01:22.818' ms
Lap 34: Rain 0% -> Compound 'Medium', TyresAge 4, Wear '8.0'% | '8.0'% | '7.0'% | '6.0'%, Fuel '48.92' Kg, PitStop 'No', Time '01:22.798' ms
Lap 35: Rain 0% -> Compound 'Medium', TyresAge 5, Wear '11.0'% | '10.0'% | '8.0'% | '7.0'%, Fuel '47.03' Kg, PitStop 'No', Time '01:22.766' ms
Lap 36: Rain 0% -> Compound 'Wet', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '45.14' Kg, PitStop 'Yes', Time '02:13.937' ms
Lap 37: Rain 0% -> Compound 'Soft', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '43.26' Kg, PitStop 'Yes', Time '01:46.524' ms
Lap 38: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '41.37' Kg, PitStop 'Yes', Time '01:48.236' ms
Lap 39: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '39.48' Kg, PitStop 'No', Time '01:23.146' ms
Lap 40: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '3.0'% | '3.0'% | '2.0'% | '2.0'%, Fuel '37.59' Kg, PitStop 'No', Time '01:23.069' ms
Lap 41: Rain 0% -> Compound 'Hard', TyresAge 3, Wear '4.0'% | '4.0'% | '3.0'% | '3.0'%, Fuel '35.7' Kg, PitStop 'No', Time '01:22.979' ms
Lap 42: Rain 0% -> Compound 'Hard', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '33.81' Kg, PitStop 'Yes', Time '01:47.782' ms
Lap 43: Rain 0% -> Compound 'Hard', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '31.92' Kg, PitStop 'No', Time '01:22.693' ms
Lap 44: Rain 0% -> Compound 'Hard', TyresAge 2, Wear '3.0'% | '3.0'% | '2.0'% | '2.0'%, Fuel '30.04' Kg, PitStop 'No', Time '01:22.616' ms
Lap 45: Rain 0% -> Compound 'Hard', TyresAge 3, Wear '4.0'% | '4.0'% | '3.0'% | '3.0'%, Fuel '28.15' Kg, PitStop 'No', Time '01:22.526' ms
Lap 46: Rain 0% -> Compound 'Hard', TyresAge 4, Wear '6.0'% | '5.0'% | '5.0'% | '4.0'%, Fuel '26.26' Kg, PitStop 'No', Time '01:22.449' ms
Lap 47: Rain 0% -> Compound 'Hard', TyresAge 5, Wear '7.0'% | '7.0'% | '6.0'% | '5.0'%, Fuel '24.37' Kg, PitStop 'No', Time '01:22.365' ms
Lap 48: Rain 0% -> Compound 'Inter', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '22.48' Kg, PitStop 'Yes', Time '01:52.938' ms
Lap 49: Rain 0% -> Compound 'Inter', TyresAge 1, Wear '1.0'% | '1.0'% | '1.0'% | '1.0'%, Fuel '20.59' Kg, PitStop 'No', Time '01:27.847' ms
Lap 50: Rain 0% -> Compound 'Inter', TyresAge 2, Wear '2.0'% | '2.0'% | '2.0'% | '2.0'%, Fuel '18.7' Kg, PitStop 'No', Time '01:27.756' ms
Lap 51: Rain 0% -> Compound 'Medium', TyresAge 0, Wear '0.0'% | '0.0'% | '0.0'% | '0.0'%, Fuel '16.81' Kg, PitStop 'Yes', Time '01:45.538' ms
Lap 52: Rain 0% -> Compound 'Medium', TyresAge 1, Wear '2.0'% | '2.0'% | '2.0'% | '1.0'%, Fuel '14.93' Kg, PitStop 'No', Time '01:20.504' ms
Lap 53: Rain 0% -> Compound 'Medium', TyresAge 2, Wear '4.0'% | '4.0'% | '3.0'% | '3.0'%, Fuel '13.04' Kg, PitStop 'No', Time '01:20.472' ms
Time elapsed: 00:06.527
