,0,1,2,3,4,5,6,7,8,9
100,,,,,,,,,,
101,,,,,6078046.0,,,6003796.0,,
102,,,,6133647.0,,,,,,5981012.0
103,,,,,,,,,,
104,,,,,6078791.0,6068789.0,,,6000644.0,
105,,,,,,,,,,
106,,,,,,,,,,
107,,6274985.0,,,,,,,,
108,,,,,6080652.0,,,,,
109,,,,,,,,,,
110,,,,,,,,,,
111,,,,,,,,,6004184.0,
112,,,,,6082582.0,,,,,
113,,,,,,,6035732.0,,,
114,,,,,,,,,,
115,,,,,,,,,,
116,,,,,,,,,,
117,,,,,,,,,,
118,,,,,,,,,,
119,,,,,,,,,,
120,,,,,,,,,,
121,,,,,,,,,,
122,,,,,,,,,,
123,,,,,,,,,,
124,,,,,,,,6010599.0,,
125,,6284222.0,,,6092220.0,6079443.0,,,,
126,,,,,,6079603.0,,,,
127,,,,,,6079882.0,,,,
128,,,,,,,,6012393.0,,
129,,,,,,,,,,
130,,,,,,,,6013109.0,,
131,,,,,,,,,,
132,,,,,,,,,,
133,,6291860.0,,,,,,6014718.0,,6010489.0
134,,,,,,,,,,
135,,,,,,,,,,
136,,,,,,,,,,
137,,,,,,,,,,
138,,,,,,,,,,
139,,,,,,,,,,
140,6464120.0,,,,,,,,,
141,6471243.0,,,,,,,,,
142,6474565.0,,,,,,,,,
143,,,,,,,,,,
144,,6297849.0,,,,,,,,
145,,,6235665.0,,,,,,,
146,,6299162.0,,,,6097899.0,,,,
147,,,,,,,,,,
148,,,,,,,,,,
149,,,,,6119928.0,,,,6072069.0,
150,,,,,,,,6027951.0,,
151,,,,,,,,,,
152,,,,,,,,,,
153,,,,,,,,,,
154,,,,,,,,6031857.0,,
155,,,,,,,,,,
156,,,,,6153365.0,,,,6157992.0,
157,,,,,,,,,,
158,,6308087.0,,,,,,6033943.0,,
159,,,,,,,,,,
160,,,,,,,,,,
161,,,,,,,,,,
162,6542710.0,,,,,,,,,
163,,,,,,,6127383.0,,,
164,,,,,,,,,,
165,6554610.0,,,6376108.0,,,,,,
166,,,,,,,,6045634.0,,
167,,,,,,,,,,
168,,,,,6377776.0,,,,,
169,,,,,,,,,,
170,,,,,,,,,,
171,,,,,,,,,,
172,,,6306685.0,,,,,,,
173,,,,6487576.0,,,,,,
174,,,,,,,,,,
175,,,,,,,,,,
176,,,,,,,,,,
177,,,,6551682.0,,,,,,
178,,,,,,,,,,
179,,,,,,,,,,
180,,,6410758.0,,,,,6181118.0,,
181,,,,,,,,6182988.0,,
182,,,,,,,,6206800.0,,
183,,,,,,6542396.0,,,,
184,,,,,,,6591524.0,,6468037.0,
185,,,,,,,,,,
186,,,,,,,,,,
187,,,,,,,,,,
188,,,,,,,,,,
189,,,,,,6710540.0,,,,
190,,,,,,,,,,
191,,6479969.0,,,,,,,,
192,,,,,,,,,,
193,,,,,,,,,,
194,,,,,,,,,,
195,,,,,,,,,,
196,,,,,,,,,,
197,6764900.0,,,,,,,,,
198,,,,,,,,,,
199,,,,,,,,,,
