,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,5935901.0,,
4,,,,,,,,,,
5,,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,6122979.0,,,,,,,,
10,,,,,,,,,,
11,,,,,,,,,,5878479.0
12,,,,,,,,,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,,,,,,
16,,,,,,,,,,
17,,,,,,,,,,
18,,,,,,,,,5935901.0,
19,,,,,,,,,,
20,,,,,,,,,5937423.0,
21,,,,,,,6037170.0,,,
22,,,,,,,,,,
23,,,,,,6059342.0,,,,
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,6081311.0,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,6122979.0,,,,,,,
31,,,,,,,,,,
32,,,6127252.0,,,,,,,5918495.0
33,,,,,,,,,,
34,,,,6103268.0,,,,,5958030.0,
35,,,,,,,,,,
36,,,,,,,,,,
37,,,6131223.0,,,,,,,
38,,,,,,,,,,
39,,,,6104417.0,,,,,,
40,,,,,,,,,,
41,,,,,,,,,,
42,,,,,,,,,,
43,,,,,,,,,,
44,6228436.0,,,,,,,,,
45,,,,,,,6054597.0,,,
46,,,,,,,,6030337.0,,
47,,,,,6098763.0,,,,,
48,,,,,,,,,,
49,,,,,,,,,,
50,,,,,,,,,,
51,,,,,,,,,,
52,,,,,,,,,,
53,,6222857.0,,,,,,,,
54,6244653.0,,,,,,,,,
55,,,,,,,,,,
56,,,,,6103268.0,,6059342.0,,,
57,,6227980.0,,,,,,6037170.0,,
58,,,,,,,,,,5933281.0
59,,,,,,,,,,
60,,6228436.0,,,,,,,,
61,,,,,,,,,,5933904.0
62,,,,,6104417.0,,,,,
63,,,,,,,,,,
64,,,,,,,,,,
65,,,,,,,,,,
66,,,,,,,,,,5935901.0
67,,,,,,,,,,
68,,,,,,,,,,
69,,,,,,6081311.0,,,,
70,,,,,,,,,,
71,,,,6118112.0,,,,,,
72,,,,,,,,,,5937423.0
73,,,,,,,,,,
74,,,,,,,,,,
75,,,,,,,,,,
76,,,,,,,,6044760.0,,
77,,,,,,,,,,
78,,,,6121486.0,,,,,,
79,,,,,,,,,5996624.0,
80,,,,,,,,6046375.0,,
81,,,,6122979.0,,,,,,
82,,,,,,,,,,
83,,,,,,,,,,5942709.0
84,,,,,,,,,,
85,,,,6125644.0,,,,,,
86,,,,,,,,,,
87,,,,,,,,,,
88,,,,6127252.0,,,,,,
89,,,,,,,,,,
90,,,,,,,,,,
91,,,,,,,,,,
92,,,,,,,,,,
93,,6242447.0,,,,,,,,
94,,6243295.0,,,,,,,,
95,,,,,,,,,,
96,6351989.0,,,,,,,,,
97,,,,,,,,6052851.0,,
98,,6244653.0,,,,,,,,
