,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,,,,,4841220.0,
2,5042419.0,,,,,,,,,
3,,,,,,,,,,4816300.0
4,,,,,,,,,4853917.0,
5,,,,,,,,,,
6,,,,,,,4918258.0,,,4829127.0
7,,,,,,,,,,4835117.0
8,,,,,,,,4893302.0,,
9,5130714.0,,,,,,,,,
10,,5018818.0,,4968900.0,,,,,,4841220.0
11,,,,,,,,4906000.0,,
12,,,4988006.0,,,,,,,
13,5172357.0,,,,4950756.0,,,,,
14,,,,,,,,,,
15,,,,4978590.0,,4944308.0,,,,
16,,5042419.0,,,,,,,,
17,,5048871.0,,,,,,,,
18,,5050281.0,,,,,,,,4853917.0
19,,,,,4957776.0,,,,,
20,,,,,,,,,,
21,,5067911.0,,,,,,4918258.0,,
22,,5069375.0,,,,,,,,
23,,,,,4961444.0,,,,,
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,4963064.0,,4944308.0,,,
28,,,,,,,,,4893302.0,
29,,,,4988006.0,,,,,,
30,,,5011607.0,,,,,,,
31,,,,,,4950756.0,,,4894770.0,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,4968900.0,,,,,
35,,,,,,,,,,
36,,5106394.0,,,,,,,,
37,,,,,,,,,,
38,,,5018818.0,,,,,,,
39,,5108146.0,,,,,,,4906000.0,4866635.0
40,,,,,,,,,,4867265.0
41,,,,,,,,,,
42,,,,,,,,,,
43,,,5025879.0,,,,4948858.0,,,
44,,,,,4977994.0,4957776.0,,,,
45,5347035.0,,,,,,,,,4871292.0
46,,,,,,,,,,
47,,,,,,,,,,
48,,,,,,,,,,
49,,,,,4978590.0,,,,,
50,,,5033980.0,,,,,,,
51,,5130714.0,,,,,,,,
52,,,,,,4963946.0,,,,
53,,,,,,4966656.0,4963442.0,,,
54,,,,,,,,4938258.0,,
55,,,,,,,,4939128.0,4914305.0,
56,,,5042419.0,,,,,,,
57,,,,5011398.0,,,,4941942.0,,4883387.0
58,,,,,,,,,,4884584.0
59,5385289.0,,,,,,,,4918784.0,
60,,,,,,4974562.0,,,,
61,5401950.0,,5048871.0,,,,,,,
62,,,,5014170.0,,,,,,
63,,,5050281.0,,,4978054.0,,,,
64,,,,,,,,,,
65,,,,,,,,,4927179.0,
66,,,,,,,,,,
67,5422188.0,5153769.0,,,,,,,,
68,,,5055343.0,,,,,,,
69,,,,,,,4982430.0,,,
70,5439273.0,,5058774.0,,,,,,,
71,,,,,,,,,,
72,,5172357.0,5064423.0,,,,,,4932053.0,
73,,,5067357.0,,,,,5061143.0,,4903072.0
74,5450893.0,5177818.0,5071010.0,,5028948.0,,,,,
75,5454649.0,,,,,5077765.0,,,,
76,,,5074972.0,5053009.0,,,,,,
77,,,,,,,,,,
78,,5183344.0,5081562.0,5153164.0,,5108934.0,5104622.0,,,
79,,5191012.0,,,,5137513.0,,,4971538.0,4993193.0
80,,5193112.0,5129114.0,,,,,,5045334.0,
81,,,,5198774.0,,,5201181.0,,,5010885.0
82,5482512.0,,5170609.0,,5129163.0,,,,,5030726.0
83,,,5177818.0,,,,,,5113584.0,
84,5491559.0,,,,,,,5353633.0,,
85,,5229380.0,,,,,,,,
86,,5255607.0,,,,,,,,
87,,,,,,,,,,
88,,,5371472.0,5366246.0,,,,,,
89,,,,,,,,,,
90,,,,,,,,,5414221.0,
91,,5404909.0,,5441871.0,,,,,5432501.0,
92,5539730.0,,,,,,5583671.0,,,
93,,,,,,,,,,
94,,,,,,,,,,5735127.0
95,,5637159.0,,,,,,,,
96,,,,,,,,,,
97,,,,,,,,,,
98,,,,,,,,,,
99,,,,,,,,,,
